Title,Storyline
Duchess,"Follows a tough, working-class, petty criminal who morphs into an anti-heroine to be reckoned with in a murky underworld, in the treacherous world of diamond smuggling."
Duelo De Capos,"In a ruthless world where loyalty is bought with blood and betrayal is common currency, Fernando and Andrés are two bosses who have built their empire at the cost of sacrifice and violence. But when the turf war for absolute control of their territory reaches its peak, both men are dragged to a deadly crossroads, where family ties and friendship are put to the devastating test. Fernando, who has raised Andrés' son with his ex-partner, faces a cruel revelation: to protect his family, he may be forced to betray his best friend and lifelong partner. The line between right and wrong is blurred when the need for survival crosses with the desire to protect those closest to him. As violence escalates and alliances begin to crumble, the two men are dragged into a spiral of betrayal, ambition and desperation. Amidst the chaos, enemies lurk everywhere, but what truly threatens their lives are not only external rivals, but the demons they carry within. Loyalty becomes an unattainable luxury and friendship a deadly risk. Both will have to make extreme decisions that will confront them not only with each other, but with their own principles and their worst fears. Bajo Fuego y Sombras is an intense crime drama that explores the limits of loyalty, morality and sacrifice. In a world where betrayal is lurking, Fernando and Andrés will discover that the most dangerous enemy is not always in front of them, but in the hearts of those they trust the most. How far will they go to protect what they love? And what will they be willing to lose in the process? The fight for power can destroy everything, but the fight for family could be even more deadly."
Dues Paid,"Ava and Jessica are friends who cross paths with a drug dealer - who offers them a job to help him legitimize his business after going under investigation and losing a friend. Jay retaliates risking business relationships, but wins favor."
Duffle Bag Boy,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
Duplicitous Minds,A Magician explains how magic works and the illusion of choice. A high stakes heist occurs. The events that follow can be interpreted differently based on audience choice.
Dutch II: Angel's Revenge,"When a legal technicality frees the allies of notorious gangster Dutch, power-hungry Angel sets out to take back the streets, and repentant Zoom seeks to right his wrongs."
Døde menn går på ski,"A billionaire invites a failed writer, a misogynistic psychiatrist, a cocaine-sniffing children's TV star, and a psychotic journalist to a haunted cabin for Easter. A thrilling detective game turns deadly when one is found beheaded. Trapped by a snowstorm, they are forced expose the murderer among them, before it is too late. Based on Knut Nærums bestseller."
East Bay Confidential,A disillusioned Iraq War veteran is framed for a murder by a beautiful social media influencer. He must track down the only person who can testify on his behalf: a former sex worker on the run from a murderous gangster.
Echo 8,"An assassin flashes between a nightmarish dream and her reality at a secret underground organization. When her latest mission involves killing a grieving mother, she discovers her target is closer to home than she realizes."
EdgeX,"EdgeX Depicts An Intimate Tale Of Misguided, Troubled, and Wildly Flawed Individuals Stuck Between The Confines of Addiction, Lust, and Self-Resentment,"
El Cartel De Teresa,"Teresa always lived under the shadow of her father, one of the most feared and respected drug lords in northern Mexico. But her life takes a brutal turn when he is murdered by a rival cartel. In the midst of the tragedy, she discovers that her father had secretly groomed her to one day take his place. With no other choice, Teresa must assume control of the criminal empire he built, facing relentless enemies, internal betrayals, and the constant threat of the law. With a mix of cunning, intelligence, and fierce determination, Teresa delves into the dark world of drug trafficking, fighting to avenge her father's death and protect her family. As she deals with cruelty and chaos, she must confront a moral dilemma: how far is she willing to go to consolidate her power and become the absolute queen of narcotics? Teresa's Cartel is a suspense thriller that explores the limits of power, loyalty, and revenge, as Teresa navigates a world where survival requires unimaginable sacrifices. Does she retain her humanity in a shadowy realm, or become the ruthless leader she needs to be to survive? The fight for control of the cartel is just the beginning of a much deeper battle for Teresa's very soul."
El Cartel Del Gobierno,N/A
El Centinela de las Ánimas,N/A
El Juego Del Poder,"After a tragic government-negligence accident affects his provincial town, local resident Michal Król takes matters into his own hands by running for mayor in his community."
El Junior Del Patron,"In a world mired in violence and betrayal, the feared cartel boss known as Zapata, known for his cunning and brutality, hatches a risky plan to defeat his sworn enemy, Chema, who controls the territory he wishes to take at all costs. To carry out his revenge, Zapata entrusts the mission to his son, the ruthless Junior del Patrón, who knows no bounds when it comes to fulfilling his father's wishes. With the support of Carmen, a woman as lethal as she is cunning, Junior begins a relentless war against the rival organization, dismantling its key pieces one by one. But as the fight intensifies, Junior and Carmen's interests and loyalties begin to intertwine in a deadly game of deception, where the line between love, betrayal and ambition blurs. In a scenario where every move could be the last, will Zapata succeed in taking control of the territory and destroy Chema, or will the price of his revenge be too high? As the battle for power reaches its climax, those who play at being masters of the world will discover that in this game, loyalty is the most dangerous piece."
Emilia Pérez,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."
End Counter,"The police arrest Riyad and his girlfriend for drug possession. Shockingly, Riyad himself is a police officer. This situation brings up several questions: Is Riyad really a drug dealer using his uniform as a cover, another conspiracy ?"
Estômago II: O Poderoso Chef,"Nonato, with his food, won over the powerful in the hierarchy of the prison where he is serving his sentence. But the arrival of a famous Italian mobster will shake the structures and place the chef at the epicenter of a power struggle."
Ettore Majorana: l'Enigma di un Genio Scomparso,N/A
Even the Score,"With the help of their friends, two brothers leave a trail of blood and bodies as they Even the Score on a decades-old vendetta to avenge their father's murder."
Evidence,"Priya Ramakrishnan, a tenacious suspended cop, is tasked with investigating a suspicious doctor's murder."
Evil Among Us: The Grim Sleeper,"The Grim Sleeper, one of the nation's most infamous serial killers, remained undetected for decades-until a shocking breakthrough changed everything."
"Extraction, USA","A single mom and a mysterious drifter hook up and hustle pool to survive in the grimy town of Extraction, USA. When they uncover a dangerous drug ring, they decide to risk it all in a deadly heist to escape town in search of a better life."
"Fallen Leaves, Broken Lighters","Within Hong Kong's bustling cityscape, vignettes intertwine the lives of its inhabitants, bound by tea, cigarettes, and broken lighters, as they grapple with life's myriad facets, and themselves."
Falsos Amigos,"Sacramento and Reynaldo, lifelong friends, are part of a musical group that begins to gain popularity in the local scene. However, their growing success puts them in the sights of Don Eliseo, a powerful boss who seeks to use the band as a front for his illicit businesses. Forced to work under the shadow of Don Eliseo and his enigmatic and violent right-hand man, Tobias, the musicians find themselves caught in a dangerous game that tests not only their loyalty, but also their friendship. Reynaldo, feeling that Sacramento receives more attention and privileges both within the band and from Don Eliseo, begins to develop a deep resentment towards his friend. What at first seemed to be an indestructible friendship begins to crack, fueled by misunderstandings, jealousy and the manipulations of Tobias, who does not hesitate to use his insecurities to divide them. As the atmosphere becomes more dangerous, Sacramento and Reynaldo must decide if their friendship is strong enough to overcome betrayal and chaos or if their paths will end up separated forever, in a world where music is no longer enough to save them from ambition and distrust."
Faram-Gate,"Sharif, a resident of the city's busiest area, thinks of himself as the 'Prince of Faramgate.' One day, he unexpectedly encounters a familiar face in a hotel room. What happens next?"
Fatal Dispatch,"When a young cop is partnered with the veteran who killed his cousin, their latest call entangles them with an innocent couple, leading to chaos, secrets revealed and blurred lines between cop and criminal. Allegiances shift as their pasts collide, threatening any chance for justice. Lives hang in the balance in this gritty thriller where vengeance and betrayal know no bounds, and the emerging truth might be the most dangerous thing of all."
Faultline,A hardened corporate lawyer must reconnect with her estranged sister when a case exposes questions about the circumstances surrounding their mother's death 20 years earlier.
"Fear, Forget My Name","FBI Agent Berkley prepares for her most dangerous assignment yet. A modern neo-noir thriller created by Alex Bram. This musical short film is based on the rock anthem ""FEAR, Forget My Name,"" written and performed by SUPER 400."
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?"
Fierce Hunt,N/A
Filthy Animals,"Two outlaw misfits, Lars, a thrill-seeking drug enthusiast, and Freddy, a bodybuilder recently out of rehab, hunt down child sexual predators on Christmas Eve."
Final Heist,"Desperate to save her daughter, a mother enlists her old criminal posse to break into a maximum security prison holding their only hope, her husband."
Find Her,"Melvin,Petty P,Sonia,Joey and Rob are a group of friends who stands on business but stands only loyalty or do they ? No matter what they will do whatever it take to get paid Melvin and his wife Briana are best friends more than anything."
Find Me,"Detective Roman Saint is on the hunt for a serial killer targeting teenagers. After a near-fatal encounter, Saint becomes obsessed with the case and haunted by nightmares of the victims."
Firewire Sniper,"The film follows Song En, a police officer who sacrifices his identity to combat dark forces poisoning the local area. He faces his father's murder and infamy, eventually joining forces with the police to crush the darkness."
First Rites,A mafia family becomes the target of dirty cops during a mob war.
First Shift,"Follows a NYC policer officer along with his rookie partner Angela, as they have a rough day while living the dangerous, and routine job of being a cop in the city."
Fisaa 2,N/A
Fluxx,Trapped in a surreal Hollywood Hills mansion a tormented actress must piece together memories and escape a nightmarish reality before losing her grip on sanity-and the truth about her husband's fate.
For the Love of Cash 2,N/A
Force of Nature: The Dry 2,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.
Forgive My Truth,Detective Lee's life is rocked when his wife is thoughtlessly murdered in an attempted robbery. Her death sets in motion an unforgiving plot for revenge.
Formed Police Unit,The film focuses on the Chinese peacekeeping police and tells about the Chinese peacekeeping police A riot squad on an overseas mission. How the members of the peacekeeping Riot Prevention Team will respond to new and serious challenges.
Franky Loses It,"Enter the mind of Franky, a former band front-man turned people-watcher and recluse while he tussles with his cynical thoughts urging him to commit an all out robbing spree, only to find out his motives are closer to the heart then expected."
Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe."
Freedom,"Inspired by real events, the story of Bruno Sulak, a true Arsène Lupin of the 20th century."
Freedom of Choice,N/A
Full Clip for a Snitch,N/A
Furious Fast Atlanta,Atlanta street racers team up to take down a local drug dealer who preys on vulnerable women.
Fyre Rises,"Debt-ridden pacifist Richard Fyre is propositioned to return to his abandoned mercenary ways by flamboyant zealot, Priest, to eliminate his international competition in exchange for a clean slate."
G - 21 scener från Gottsunda,"The Swedish gang conflict seen from the inside over five years by a filmmaker who is at home portraying one of Sweden's most dangerous areas, which he is now moving out of. A poetic and existential film about life, death and brotherhood."
GTMax,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe."
Gally Gang Stars,Gandhi an orphan leads his life doing all wrong things accompanied by his childhood friend Quarter. Gold Reddy a well known rowdy of that village causes more trouble to both Gandhi. Gandhi avenge Gold Reddy.
Gam Gam Ganesha,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos."
Game Over,"It is the notorious 90's when crime was at it's all time high. Raja Vasooli, a dreaded gangster is embroiled in a cat and mouse chase with an encounter specialist cop, Deshmukh. Who will survive this deadly game?"
Gangs of Godavari,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.
Gatao: Like Father Like Son,Ambitious drug dealer Michael and his brother Scorpion find themselves drafted into their father's turf war as rival gangs compete in Dingzhuang.
Gde nashi dengi?,"Local criminals break into a bank vault, stealing what they thought was everything. When a larger sum goes missing, they hunt for hidden millions in their small town."
Get Close 2,"Believing that he was set up by Don Galvino, Slick sets things in motion in order to get close enough to Don Galvino to exact his revenge."
Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave."
Ghubar,"The Brutal Murder of a reputed family forces the police to hunt for the killers as the pressure keeps piling up, stirring a cloud of thick fugitive dust, filled with communal bias and caste discrimination."
Gini Avi Saha Gini Keli 2,"Manju, once aspiring to become a Catholic priest, is pulled into the violent underworld after his uncle's murder. Meanwhile, Lucky, a gangster turned political enforcer, rises to power by serving a powerful minister. As both work under rival ministers in the same political party, their clash over control of the underworld sparks a deadly conflict amid an escalating national crisis."
Give Me a Ride,"Yu Liangsheng searches for his kidnapped sister in Sichuan, meets Gu Xiaoman. Factions stage comedic farces with hidden agendas. Identities mistaken during dangerous rescue mission with uncertain resolution amidst conspiracy."
Gli Imprevisti,N/A
Go for Broke,"Zhang Yao, whose family was destroyed by drug dealers, secretly cooperates with Anti-drug team leader An Du. The two join forces to ruthlessly eliminate the evil and vow to wipe out Mukun and Anpei, the Top 2 figures of the criminal group."
Golam,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.
Gold Boy,Troubles arise after three children accidentally film a murder.
Goodnight Killer,"In the grim streets of Berlin, Tommy, a protégé of a ruthless gangster boss, is tasked with capturing a serial killer to secure a large bounty. He is supposed to be assisted by his former best friend Mickey, who, after being released from prison, has only one thing on his mind... revenge."
Goon Squad,A retired all female heist crew is reactivated after 16yrs when the partner who took the fall is released from prison.
Gossip to Die For,"Under the public eye, a troubled detective races to solve a series of high-profile murders that are ""predicted"" when published online."
Grant Us Eyes,An FBI Special Agent partners with a small town Deputy to solve a string of violent murders.
Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.
Green Bones,"Notorious murderer set for release from prison. New corrections officer determined to keep him incarcerated by any means, despite lack of legal grounds. Explores conflict between justice, personal vendetta, and moral boundaries."
Grey Games,"Between right and wrong, black and white, lies the truth. Step into the captivating world of Grey Games, a family suspense thriller drama, that will challenge your perception of reality."
Gu Dan,N/A
Guess Who,"A family visit turns deadly when a psychotic killer, hiding behind an unusual tradition, shows up with one target and only one target in mind."
Gull Lake Vice II: The Delusion Continues,"In this second and unneeded installment, the Delusion is so Strong that Brandon and Elliot Find themselves in a Real Narrative Film as Two Washed-up Vice Cops Resurrected from Retirement and Assigned to take down a Dangerous group of Criminals Dealing Drugs, Distributing Guns and Trafficking Women around the Gull Lake area."
Gumasthan,"Cunning clerk exploits legal loopholes to murder wife, evading suspicion. As public and police close in, they race to outwit his intellect and unravel the mysteries shrouding his crime and home."
Gumbo 2,"With the aroma of gumbo in the air and the sound of jazz drifting from dimly lit clubs, criminals and crooked cops mix and clash in the cutthroat streets of New Orleans."
Guns & Moses,A beloved small town rabbi in the high desert becomes an unlikely gunslinger after his community is violently attacked.
Guxim,N/A
Hain,N/A
Halfway House Series,"Seven troubled adult men struggle to live together in a private halfway house located in a wealthy section of Los Angeles, CA. The large house is owned by a divorced couple, Dr. MARC CASEY, a Doctor of Psychology and therapist and YOLANDA CASEY who is a candidate for the U.S. Senate. The only thing they agree on is sharing the income generated from the house that is paid by the State."
Hani,"14-year-old boy Hani and 12-year-old girl Pu are struggling to gather the bride price for their marriage. Pu attempts to deceive a poverty alleviation teacher into giving the money, while Hani takes a different path-one with no way back"
Happy Birthday Luci,"A satanic cult leader named Crimson must find and sacrifice six firstborn victims born on June 6, 1996 at 6:06 AM to Satan before a satanic church can be built."
Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.
Harom Hara,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens."
Haunting Trophies,"A young man hiking deep in the woods finds a female corpse manipulated in a bizarre manner. Shocked by the discovery, the man realizes that he is not alone on the scene. The murderer starts hunting him in order to protect his identity."
Havnaa,"Follows real-life happenings of Magne Havnaa, Norway's first cruiserweight boxing champion in 1990 by defeating American Richard Pultz. His brother Erling was a top-ranked kickboxer who later participated in Norway's largest robbery."
Heart of the Man,"A coming-of-age drama that follows the story of Chris Wundurra, a rising amateur boxer torn between pleasing his father and following his heart."
Helen Razor,"Helen and her stepfather Dirk move from Germany to Eastbourne. To please Dirk, Helen goes on a murderous rampage, killing 14 people within 3 days, taking extreme measures to satisfy him."
Hellhound,"While hunting down a brutal kingpin, one error sends an elite hitman on a downward spiral that devolves into all-out war on the streets of Thailand."
"Hemet, or the Landlady Don't Drink Tea","A tyrannical landlady lords it over her tenants during an epidemic, pitting them against each other in a web of paranoia spun for deadly results."
Her Majesty the Queen: Behind Closed Doors,N/A
Here Now,Sophie a young Californian traveling in Italy on her vacation with her sister. She meets Giulio and his group of friends with whom she spends the most terrifying night of her life.
High Forces,"Gao Haojun, an international security expert, is hijacked by gunmen on the first flight of A380 airliner, and his blind daughter is one of the undercover hostages, a fact that he doesn't know."
High Like a Butterfly,"The freshly graduated Dani and Toma try their luck in the film industry, but producers don't give opportunities to aspiring writers. Their heads are turned by a dancer named Lola, who operates outside the law."
High Rise 3: Run to Peril,"In the heart-pounding world of high-stakes crime, The Vernicci Cartel unleashes chaos upon the elite, cunningly relieving them of their prized timepieces in a daring spree of luxury watch heists."
Hijack 1971,The movie depics the story of people fighting for their lives in an extreme situation when a passenger plane is hijacked in the airspace of Korea in 1971.
His Truth Her Truth the Truth,"""His Truth, Her Truth, The Truth"" uncovers a chilling murder mystery that exposes a family's facade. As the investigation unfolds, secrets of sexual abuse, addiction, and betrayal emerge, revealing the devastating consequences of hidden truths kept for too long."
Historias invisibles,N/A
Hit List,"Vijay's family is kidnapped by a masked assailant. He's forced to assassinate the kidnapper's rivals as part of a twisted revenge plot. As Vijay complies, he unravels the kidnapper's identity and motives."
Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.
Hocus Focus,"In a shocking discovery, video footage from multiple hidden cameras unveils a chilling conspiracy surrounding a bank robbery. As the pieces come together, the footage paints a gruesome picture of the heist. ""Are You Being Watched!"""
Holiday Hold-Up,A team of disappointed restaurant employees plans and takes revenge on their violent boss.
Hollyland,"Set against the vibrating backdrop of Columbus, Ohio, this urban drama unravels as they navigate through love, ambition, and relentless challenges in the city."
Hotel Underground,"A retired world champion fighter is lured to a secret location in an effort to rescue his abducted wife. He is now a part of their game. He is a part of the show. Fight, to live. Lose, you die. Once you check in, there is no way home."
Housekeeping,"Johan, a housekeeping staff tries to save his marriage by promising his wife that his irregular, unreliable job-hopping days are over. When he finds a bag of money in the hotel, he and other hotel staff Molly and Ah Foo try to get the money out, while escaping gangsters and the police. And in the midst of all this chaos, Johan is also trying to win his wife back."
Hovering Blade,The single father Li Chang Feng resolutely embarked on the road of revenge after his daughter was abused and killed by several minors.
How to Make a Killing,"After a fatal car crash, Michel flees the scene. His passenger commits suicide. Michel and wife Cathy find EUR2M in a bag while covering up the incident, leading to a series of chaotic events."
How to Rob a Bank,"In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies."
Hunt the Wicked,"A detective and criminal mastermind clash in a dark city's underworld. Police and criminals converge as secrets unfold, leading to deadly confrontations. Both sides face crucial choices in the battle between law and crime."
Hustlers Take All,"When an underground casino run by women recruits a brilliant young business grad, the casino's biggest rival hatches a murderous plot to stay on top."
Hyde Out,"After a failed heist, 3 criminals hide in a married couple's home. As police close in, secrets emerge, and wife Emily must face her past while trying to survive the night."
I'm Seeing Things,"A series of short films about mental health and addiction, covering multiple different genres."
"I, the Executioner","Rookie detective Park Sun Woo and Seo Do-Cheol, a veteran of the Violent Crimes Investigation Division team, chase after a serial killer who shakes up their world."
IC9,A police woman hunts for her sister and discovers a dangerous truth about her own family and the insight into the world the trafficked people find themselves in.
If Tomorrow Never Comes,"Two men find themselves unfulfilled in their lives. Each come from opposite sides of the law and when they try to make changes, they face dire consequences that can mean their careers, their loved ones and their own lives will be put at risk. Over the course of the next two days each man will make decisions that will have dire consequences."
Ill fated,"Elfreda, a freshman in the University of Lagos, has just moved into a new flat and is happy to finally be free from her overprotective parents. Not long after she has moved in, her next door neighbor's excessive noises prevent her from studies and quiet moments. After several complaints, Elfreda is left with no choice but to confront her neighbor directly. Femi is by far the most unusual person Elfreda has ever met. But somehow, something about him strikes her and she decides she wants to know more. As they both get close and begin to get fond of each other, Femi follows the advice of his therapist and reveals his mental conditions to Elfreda. Against her parent's wish, Elfreda continues what everyone else would consider a dangerous relationship, to which The Johnsons respond by using Tobi, the ex-boyfriend, to get Elfreda back to her senses. Femi's thoughts and dreams are constantly haunted, so much that loud music and writing are the only ways for him to drown the sounds of the torments. But the best remedy of all, is the presence of Elfreda that brings him some calm and peace. While this newfound relationship grows, it begins to put a strain to the supposed progress that Dr. Julia, the therapist, thinks they had been making, as Femi would no longer take medications, nor will he listen to her counseling. Even when Femi, finds the courage to tell Elfreda his compromising secret, an enchanted Elfreda still forgives and chooses to stay. While seeking to understand the nature if Femi's illness, Elfreda stumbles on a lead... Her lecturer at the university is involved in illegal research in which humans are used as lab rats and Femi just happens to be a victim, unknown to him. Until an unfortunate situation and the mysterious voices in Femi's head convince him to take his girlfriend's life. After uncovering his therapist's plot, Femi decides to get back at her for using him to make herself extra cash in illegal research projects."
Illusions for Sale: The Rise and Fall of Generation Zoe,"The genesis, growth, and fall of the most bizarre and ambitious financial platform in Latin America, which turns out to be, to a large extent, a faithful reflection of its eccentric creator: Leonardo Cositorto."
Illville,A disgruntled police officer unknowingly starts a war with Illville's notorious gang.
In Her Place,"Chile, 1955. The case of María Carolina Geel, a popular writer who murders her lover, captivates Mercedes, a shy secretary working for the judge assigned to defend the accused."
In Youth We Trust,"Puek, a boy from the slums, had no choice but to endure his circumstances, feeling that he could never have the same worth as others. He remained silent, accepting the bullying of others just to survive in society."
Indelebile,"Veronica, a 16-year-old girl, is spending the Christmas holidays at her grandfather's in a small village in the Sicilian hinterland when a woman disappears and the fear of the monster who had sown terror in the area ten years earlier returns. The girl suddenly begins to feed a terrible suspicion: her own grandfather could be the culprit."
Ingu Mirugangal Vaazhum Idam,"John works in the Security Guard Office and is single-handedly raising his only daughter, Jenny. Genie, who has an inordinate affection for her father, looks after John. However, her boyfriend, rapes and murders Jenny along with his friend"
Innocent Looks,"Faith has always been a guiding light for the residents of Pecatonica Illinois but when a series of gruesome murders shatters the idyllic facade, the town is plunged into darkness and the very foundations of faith are shaken to their core."
Innocent Shots,"Lake and Bobby are cousins who have been hustling since teenagers working for Jay, Bobby's plug. However, Bobby meets a girl and decides to clean up his life to pursue his passion as a photographer. This begins the feud."
Inside,"Transferred from juvenile to adult prison, Mel is taken under the wing of both Shepard, Australia's most despised criminal, and Warren, a soon-to-be-paroled inmate. The paternal triangle that forms between them becomes their undoing."
Insurance Jimmy,N/A
Into Pitch Black,The plot is kept under wraps. The project is considered a silent prologue/treatment.
Inyori,"Babalwa, battered and haunted, sits at the edge of a hospital bed, grappling with the trauma of the recent attack. Flashbacks reveal glimpses of the nightmarish crime that took her friend's life and left her fighting for her own."
Io e te dobbiamo parlare,A young girl embarks on a journey to find her lost family in a distant land.
Iravinil Aatam Par,"Students are victimized by a criminal gang through drugging and abuse. A man, grieving his family's loss, becomes a police inspector to take down the mob responsible and end their crimes."
Iron Rule 2,"Greathouse forms a new, ruthless team of crooked cops his right-hand man Livingston's niece, Lieutenant Maria Douglas, to crush Southside. His operation intensifies, it spirals out of control in a shocking twist that no one saw coming."
It All Ends Here,"A lawyer gets his affluent client acquitted of double homicide but drunkenly confesses the truth, becoming an outcast. He reunites with an old flame to seek vengeance while everyone's innocence becomes questionable."
It's a Free Country,"When a routine outing at work takes an unexpected turn, a group of young friends find themselves caught in the cross hairs of a ruthless politician and a mysterious assassin in a fast paced and high stakes race for survival."
Jackpot,"The story takes place in 2011 against the backdrop of the accident at the Fukushima nuclear power plant in the Far East. Ex-gangster Igor Khlebnikov works in a burger shop. Once, due to the ATM glitch, he receives 2.5 million rubles in cash, which starts a series of terrible and funny events."
Jada,N/A
Jailbreak: Love on the Run,"When Vicky White, a highly respected corrections officer, aids the escape of a violent felon nearly twenty years her junior, it reveals an unexpected love story amidst the ensuing high-profile manhunt and media frenzy."
Jalandhara,The story revolves in a Tourist Spot Madhuvatti. Where the Tourists Death Numbers are drastically increasing. Abhijith (Suspended Inspector) visits Madhuvatti after an incident. He sets out to find the culprit. End is the new beginning.
Jama,"Kevin and Mia are con artists, who seduce and rob wealthy women. Their robbery of the wealthy seductress Emma goes awry. In a remote forest, Emma wakes up and flees. They set out to hunt her down. A game of cat and mouse begins."
Jamalinte Punjiri,"In a world where injustice reigns and society turns a blind eye, one man rises against the tide of apathy."
Janthu,"A prostitute named Mallika kidnapped and killed the accused who raped 14 year old girl to death, The Policeman who saved the accused is Mallika's next victim"
Jason's World,"Jason, a middle aged trust fund kid, a lovable womanizing loser, embarks on a dangerous drug deal to get funds to pay a lawyer so he can see his son. Will it work or will he lose everything, including his life?"
Jaspal,"Two Punjabi brothers are stuck in lives they want to escape. Jaspal dreams of a woman out of his reach, Vicky dreams of emigrating to Canada. Both are trapped by Sanjay, Chandigarh's Police Chief."
Jauap ber,N/A
Jersey Bred,"A Computer Savvy NJ Mob Prince, who's been reorganizing organized crime, gets challenged for the top spot by his hot-tempered former childhood best friend."
Ji su zu ji,N/A
Jigra,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free."
Jimmy's Friends,"Released from prison, Jimmy Tucker returns to the streets of Oakland to get back his money."
Jin Qian Bao Lei,"While investigating a stock fraud case involving tens of billions of yuan, Zheng Yi, the captain of the Economic Investigation Team, discovered that Han Dongchuan used live broadcasting to induce investment and commit fraud."
Jog 101,"Vikram comes to Jog in search of his extended family Sushma and Rakesh who have been missing for months. While looking for answers, he unravels a sinister plot."
"Jornaleros, el mal patrón",N/A
Jue ming ju ji,N/A
Jujji,"Two officers-one idealistic, one cynical -pursue a brutal serial killer. As they close in on the elusive Jujji, their inner conflicts rise to the surface, exposing inner demons and challenging their notions of justice and morality."
Juror #2,"While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer."
Justice,"A discharged police officer is given a chance to regain his former life by capturing a bank robbery crew. Teaming up with a young policewoman, the ex-cop must act swiftly before the heist draws unwanted scrutiny from the new authorities."
Justiça por Amor,"After her boss and former lover Miguel is found dead, lawyer Ana receives cryptic messages leading her to uncover a conspiracy. With danger closing in, she must fight for justice and for love."
Jönssonligan kommer tillbaka,"Years after their last heist, Sickan reunites with Vanheden, Harry and Doris to steal a T-Rex skeleton from a museum and sell it for millions. However, an aging detective is determined to catch Jönsson before retiring."
Kahar: Kapla High Council,"Set in 2005, Kahar, a socially invisible man, volunteers for Pilihanraya to protect his friend. Initially noble, his actions lead him down a path of malevolence and tyranny, risking his family's legacy."
Kala Ratri,"Six college friends who started an organic farming business. Fortunately, they planned a business trip to Shimoga. They expected it to be a peaceful pleasure trip, but it turned into a nightmare. How will they escape from this trap?"
Kaliyugam Pattanamlo,"Revolves around twins Vijay and Sagar, where Sagar's troubling behavior results in institutionalization, while Vijay studies engineering, showcasing their divergent life paths over the years."
Kapsula,N/A
Karma'z A Bytch,"Set Trippin' in the crime streets of Memphis, young drug dealers retaliate for a street killing that set the city on fire in a story of loyalty and redemption and and how far a gangsta' thug can go until he is gun down by a rival gang."
Karmayogam (Return Gift),N/A
Kaulayaw,"Robb Guinto and Micaela Raz heat up the screen as college schoolmates who venture into the world of cybersex to support their needs. They fulfill their fans' sexual fantasy only to realized that they too, are falling for each other."
Kenda,"An absurdist political satire about the disenchanted youth of Bangalore, exploring disorganized crime through the eyes of lower rung gangsters with big dreams."
Ketchup on Waffles,"Three masked attackers terrorize a college-town diner late Friday, with their white-masked leader orchestrating increasingly brutal murders of customers for fun over several hours."
Khameleon,"A lesbian with split personality disorder navigates psychological turmoil, dragging those around her into chaos as her fractured mind leads to destructive choices."
Kill the Jockey,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past ."
Killcon,"Alessandro, an aspiring serial killer, hires a film crew to make a documentary about his life and his murderous circle of ""friends"""
Killer Babes,"Three girlfriends, neglected and mistreated by their husbands, plan to take revenge on them with the help of an experienced man in this type of job."
Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective."
Killerwood,"Titos, a young director, is preparing his new film - a thriller investigating a series of unsolved murders in modern-day Athens. Could these killings be the work of a serial killer? Is it only fiction?"
King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life."
Kingdom Reign,"Set amidst the crack epidemic of the 1980s, the narrative delves into themes of betrayal and legacy as a former Marine is forced to inherit a drug empire his father built."
