Title,Storyline
Grrr...,"A heartbroken and tipsy Rejimon invades a lion's den at the zoo. Forced to act, guard Haridas dives in to rescue him, triggering a hilarious series of blunders."
Grüsse vom Mars,"A young Autistic boy and his two siblings have to stay for 4 weeks with their grandparents while their mother is away. Because of his unique abilities and interest in space missions, he considers his grandparents land an isolated planet."
Guest from the Future,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he worries about is the future. Until one day he himself enters the future. And not everything is easy there."
Gulmohammad,"Gulmohammad is a Bengali-language feature film produced by Anurag Mandar, directed by Chandrachur Mitra, and written by Ram Mohan Kar under the banner of Brishti Films."
Guru Chela,N/A
Gyakorlat teszi a mestert,"The story of two men in two different timelines with the same goal of defeating Louis, a professional table tennis player."
Gyani Goni,"Goni, a village auto mechanic, is known far and wide for his wisdom and logical thinking. But suddenly, he decides to teach his wife a harsh lesson about life's realities using a rather unconventional method. What exactly did Goni do?"
HR05 Wala,Hr05 Wala is A Haryanvi Movie by Mr. Mehra.
Haddhu Ledhu Raa,N/A
Hamar Niyati,"Jealous of kind Sitaram, the Pradhan infects him and causes an accident. Villagers abandon him after false rumors, leading to his death. Years later, Sitaram's daughter, now a doctor, treats the ailing Pradhan, who seeks forgiveness."
Hamari Ramleela,"""Hamari Ramleela"" captures the heartwarming journey of diverse individuals who come together to stage an annual Ramleela performance, celebrating community spirit and overcoming challenges during the vibrant festivities of Navratri."
Hank's Christmas Wish 2: The Nutcracker,"Hank helps a local dance studio perform a timeless Christmas classic, The Nutcracker."
Hao hao shuo zai jian,N/A
Har Ghar Ki Yehi Kahani,N/A
Harna,N/A
Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life."
Hashtag Tadev lagnam,N/A
Haydi Tut Elimi,N/A
Heartsping : Teenieping of Love,"In order to find her soulmate, Romi wandered deep into the jungle. There, she meets Heartsping, a Teenieping with passion. On the way, they face grave dangers. Will Romi and Heartsping's friendship move on?"
Heavens: The Boy and His Robot,"The journey of a struggling young pilot, Kai, and his fighter mecha, Little Dragon, set against a backdrop of epic galactic warfare told with action, humor, and heart, rekindling wonder in adults and sparking the imaginations of children."
Heidi,"HEIDI is the story of an orphaned Swiss girl who is brought to live with her angry Grandfather high up on an Alpine mountain. Heidi's innocent charms and love transform all who know her. But when Heidi is taken from her precious mountain home to live in the city, she must learn to trust God's plan, and to never give up hope that He will make all things right in the end. Award-winning Director Lynn Moody is joined by a talented cast in creating a breathtaking film that will warm the heart. Those who've not read the original novel won't know what a cherished Christian classic HEIDI is until they see this faithful adaptation of Johanna Spyri's beloved story."
"Heinähattu, Vilttitossu ja kana","Heinähattu, Vilttitossu ja kana on riemukas koko perheen elokuva ystävyydestä ja kanoista. Heinähattu aloittaa kesäloman sulkapalloleirillä, jossa seikkailee myös karkuteillä oleva Cynthia-kana. Vilttitossu taas saa uuden ystävän, Anitan, joka kaikkien yllätykseksi onkin kana. Konstaapeli Isonavan ja Rillirouskun johdolla alkaa suuri kanajahti, johon osallistuvat niin Kattilakosket kuin Alibullenin neiditkin, eikä kommelluksilta ja väärinkäsityksiltä vältytä tälläkään kertaa. Heinähattu, Vilttitossu ja kana on komediallinen seikkailu, joka käsittelee ystävyyttä, rohkeutta ja anteeksiantoa hulvattomien ja rakastettujen hahmojensa avustuksella. Elokuvassa opitaan myös hieman kanojen sielunelämästä. Elokuva perustuu Sinikka ja Tiina Nopolan 2019 julkaistuun viimeisimpään Heinähattu ja Vilttitossu romaaniin. Elokuvan on ohjannut Reetta Aalto."
Her Life Choice,The personal story of one woman's struggle to question reproductive choice in the face of the loss of her life during post-World War America.
Het Feest van Tante Rita 2 - De Chocobom,N/A
Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.
Home Plate,"A family consisting of three brothers are on the same baseball team coached by their father, with the determination to win a little league championship they try to keep their family together while taking on opposing forces."
Home Sweet Loan,"Kaluna, the youngest child living at home with her extended family, dreams of having her own home. However, family problems come and hinder Kaluna's plans and force her to choose between her family and her dreams."
Home-less for the Holidays,"On an enchanting Christmas Eve, a group of resourceful vagabonds plot their way into a magnificent mansion, outwitting the staff into believing that they are the owner's long-lost relatives."
Hope,"A family loses a child, but Faith keeps them together. The daughter Hope comes back to be with the family to help them get through the transition of losing her, but only her sister can see her, and talk to her. It's a Christian film."
Hope's Hollywood Christmas,"A struggling single mom takes a temp job with an aging movie star and teams up with the star's chauffeur to stop a scheming lawyer and agent from stealing her fortune, finding love and holiday magic along the way."
Hothat Bhalobasa,N/A
How to Make Millions Before Grandma Dies,"A man, driven by his desire for a multi-million dollar inheritance, begins to care for his terminally ill grandmother. However, winning her favor will not be an easy task and he is not the only one with an eye on the money."
Hunar Ka Fever,This film is the story of a dancer boy from a village in a district of Bihar in the year 2007. His name is Shikhar. Shikhar dreams of opening a better dance academy in his district. Everyone taunts Shikhar and makes fun of his talent.
Håkan Bråkan 2,"Håkan Bråkan wants a pet, but he has to show that he really is responsible enough. First - a week at a scout Jamboree without causing chaos? But there are thieves and he finds a treasure map to dangerous caves. Can he go for the adventure?"
I'm Supposed to Walk This Way,N/A
IF,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.
Idu Entha Lokavayya,"Multiple incidents that takes place 2 days in a small town Mangalore, Karnataka which incidentally results in change in perspective in some of their lives, as well as change in circumstances in other characters' lives."
Igrisca ne damo!,"When Alma discovers that her father's company plans to demolish the playground, she gets determined to save green areas. Alma has no choice but to join forces with her worst enemies - Luna's skate gang."
Il circo delle meraviglie,"The love story of Sofia Von Sydov (known as the Flying Princess), heiress of a large circus family, and Andrea Parodi, scion of a wealthy naval entrepreneur, in search of happiness and their place in the world."
Il migliore dei mali,N/A
"Iloilo, lueurs invisibles","""Iloilo, Invisible Lights"" is a documentary filmed in the Philippines in the city of Iloilo. It tells the story of ULIKID, a school for children with disabilities founded in 2010 by a group of volunteer parents. Because no service is able to help them, these volunteers had to become overnight teachers and educators. Every day, they fight to give them access to education and try to improve their daily lives and the one of their families."
In the Sea of Grace,"Apostle John is imprisoned on the island of Patmos, He struggles to understand why he's the last living apostle of Jesus Christ. He is visited by angels and the Apostle Paul. He receives visions which inspire him to write ""Revelations."""
Inanimate Insanity II: The Movie,"MePhone's reality show competition finale with Suitcase and Knife contestants is jeopardized when his creator's past reemerges, endangering participants and threatening an unresolved ending."
Inazuma Eleven Movie: The Legendary Kickoff,"The Raimon Junior High soccer team, led by the protagonist Endou Mamoru, aims to win the national tournament, Football Frontier. Thanks to the efforts of legendary striker Gouenji Shuya, who joins the team, they beat strong schools and make it through the regional qualifiers despite fierce battles. With their former rival, Teikoku Gakuen's genius game maker Kidou Arihito, now on board, Raimon Junior High School advances to the finals, but they are faced with the overwhelming strength of Zeus Junior High!."
Inazuma Eleven the Movie: Prologue to the New Heroes,"The protagonist, Sasanami Unmei, transfers to Nagumohara Junior High School in Nagasaki in search of a soccer-free environment, wishing that soccer would disappear. Meanwhile, Endou Haru, who has demonstrated his natural talent and reigns at the top of his generation, also has complicated feelings about soccer. The unexpected encounter between these two opens the door to new heroes."
Incident at Panther Hills: Bigfoot's Return,N/A
Indonesia dari Timur,"Edu and Coach John unite to rebuild a fractured soccer team in Papua, aiming for redemption after winning the National Championship but facing turmoil over unfulfilled bonuses, with Edu's daughter Anya feeling neglected amid the project."
Insaniyat,"""Insaniyat"" a heartwarming short story that exemplifies the essence of humanity. This enchanting tale transcends language barriers, weaving together a narrative that resonates with audiences of all ages."
Inside Out 2,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced."
Interview,N/A
Inventors,"When the only thing a bullheaded inventor cares about is winning, he risks losing more than just the contest."
Isabella: Diary of A Foster Girl,N/A
Ivan Tsarevich i Seryy Volk 6,Ivan Tsarevich and his friends go to an exhibition of wonders from the entire fairy-tale world.
Iwájú: A Day Ahead,Pan-African founders of entertainment company Kugali made their dream reality by creating an original animated series with Walt Disney Animation Studios. This special filmed across three continents shares their inspirational journey.
Iyunskaya polyn,"Viktor Gladyshev's childhood was cruelly interrupted by the war when he was eight years old. His memories, told in adulthood to a modern girl, Varya, create a powerful emotional bridge between generations."
Iyus Jenius,Iyus living alone with his mother since his father died. He has an imaginary friend named Babah Tbob (only Iyus can see him) who ultimately helps Iyus become a genius on his journey.
Jait Re Jait,"Jait Re Jait(win) is story revolving tribal caste called Thakkar. The plot depicts the aspirations, desires and relationship of Nagya and Chindi. Nagya is a honey gatherer who climbs tress to fetch honey from beehives. Chindi is married woman but decides to leave her husband as he useless. Chindi and Nagya falls in love. In ensuing drama Nagya goes on for his passion to collect honey but suffers injuries, as revenge he goes back again this time with Chindi...he succeeds but the consequences of actions are bore by Chindi."
Jodi Bhalobasho,N/A
Joy of Horses,"After suffering a loss of someone close to her, Joy moves to a new state and must encounter new people, new experiences, and a love triangle. When she reunites with someone from her past, things get complicated."
Juf Braaksel en de geniale ontsnapping,Miss Braaksel is back. She wants to separate all school friends. Lotte and Thijs will do everything they can to expose her and expel her from school.
Jugol,"While watching Reels, Ahnaf is captivated by Tanni's style and personality. When her Facebook account suddenly deactivates, he wonders if he'll ever find her. The story follows his search, filled with hope, curiosity, and twists."
Juliette in Spring,"A woman who returns to her hometown to spend time with her family as buried memories, unspoken truths and long-buried secrets bubble up to the surface"
Kaagada,"Fictional Love story ,where letter plays a prominent role in the story because lack of mobile and technology.And conveys the message that Any Religion on Earth should and must retain the source of humanity and living of human standards.."
Kaash (Jiff Official Selection),"Babloo, a gifted singer, is forced to Kota for NEET prep, crushing his dreams. Amidst the pressure, failing his parents' expectations leads to tragedy-a poignant tale of dreams, expectations, and the fragile balance of mental health."
Kadaloora Kanmmani,N/A
Kallu Compound 1995,"A Telangana village under prohibition in 1995, where a powerful toddy tapper, Pratap Goud, exploits villagers."
Kardes Takimi,The story follows a family with kids and parents that are agents. One day the parents tell the kids that they will be away for 2 days. When the parents arrive they get trapped. The kids find a robot and they go on a adventurous journey.
Karina,"In 2014, a 4-year-old girl named Karina disappeared in a remote village in Yakutia. She and her dog wandered for 12 days in harsh conditions without food or water. Despite extensive search efforts, hope began to fade. But miracle happened."
Kattis Gang,"To fulfill the dream of becoming a director, an unexpected tragedy befalls upon Anand Basha."
Kayip Kamyon,"Vasif, a retired police officer, takes care of his granddaughter Zeynep after losing his daughter and son-in-law in a traffic accident. After losing her mother and father, Zeynep turned into herself and lost her intimacy with her grandfather. Vasif learns that his old truck, which has its license on him, has a 10-year tax debt, and from that moment on, nothing will be the same."
Kazhdyy mechtaet o sobake,Yurka is a withdrawn twelve-year-old who is having a hard time coping with the loss of his father. His everyday life changes when he meets a brother and sister. Together they have to grow up and learn what true friendship is worth.
Khelaghar Bandhte Legechi,"Founder of sweet shop Khirodasundari imparts wisdom to grandson Megh about life's joys and sorrows. After founder's demise, Megh confronts parents, holding them accountable for his troubled childhood."
Khusma,N/A
Kid Santa,N/A
Klaantha,"While trekking,cute lovers get caught up in a mess by a gang in the forest. Can they overcome all obstacles and return home?."
Kokh,N/A
Korporatsiya Morozov,"December 30, the whole country is already resting in anticipation of the New Year... And in the Santa Claus Corporation it is the busiest time. It's good that the New Year is not only fireworks and salads, but also real magical transformations."
Krispy Rishtey,"Karan leaves Natasha to fulfill his father's dying wish. Married to Anjali, he lacks connection, desiring freedom from this arranged marriage. His path forward remains uncertain."
Kung Fu Panda 4,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm."
Kvitebjørn,"The Polar Bear Prince is a modern and magnificent animated feature film based on one of Norway's most beloved fairytales. It's a story of love, greed and courage, set in the beautiful Norwegian scenery and packed with suspense, humour and music."
L'Elisir di Leonardo da Vinci e la Banda del Buffardello,"Max Mosley, a rich American producer, tries to reunite the 'Buffardello Gang' for a new fun adventure after finding an old parchment signed by the great Leonardo da Vinci."
Laggam,A family who passes through various harsh situations in life. Every situation tests their bonding but the family tries to overcome every situation.
LasseMajas detektivbyrå - Maskoten som försvann,N/A
Last Defenders of Monogamy,"Shafkat is a happily married man with wife and two children, who claims himself is a firm believer of monogamous philosophy. His philosophy and instincts faces tough conflict when a young copywriter, Lamia, joins his office."
Last Will,N/A
Le mystère de Waza,"Intrigued by mysterious disappearances in the brand-new Scientific University of the Sahel, 4 young Cameroonian friends decide to carry out the investigation - This will lead them to an archaeological treasure: The Waza National Park."
Le trésor perdu,N/A
Lek Asavi Tar Ashi,A young girl stirs trouble in the life of rich parents with three spoiled sons and daughter-in-laws.
Let's Dance Brighton 2024: Monday,N/A
Let's Go! Anpanman: Baikinman and Lulun,N/A
Letuchiy korabl,"The Tsar is having his daughter Zabava marry a charmingly handsome and a handsomely charming Paul, a rich heir and a foreign fancy pants. However, it's a bit of a challenge, since Zabava wants a marriage of love, not of calculation. Her unexpected encounter with sailor Ivan, a simpleton yet an honest and endearing guy, messes up Paul's plans of snatching the crown. Deeply in love with the princess, Ivan enlists help from the residents of an enchanted forest to build a Flying Ship which would then take him and his beloved away. The brave sailor is in for serious confrontation with the sneaky Paul, who's using dark magic to bring his unwanted opponent down. However, true love is going to win this battle: with the evil mastermind punished, Ivan and Zabava step aboard the magic Flying Ship and set sail towards a new common dream of theirs."
Light for Your Journey,"In the worst days of the pandemic, four professional actors created a film sharing some favorite scripture, to help inspire and heal Americans and people across the world. James Allen Moseley and Pastor Wayne Bogue added wise commentary."
Like a Rolling Stone,"At the age of 50, Li Hong finally made up her mind to leave. She took a brave step and started a self-driving tour to live her own life."
Little Red Sweet,"An old Hong Kong desert shop-running family whom are facing obstacles from family issues and change of era, placing them in front of the diverging roads of decision and life: to hold the shop or not."
Little Town,"Jason, a struggling stand-up comedian, embarks on a journey to Little Town with his son in search of closure over the loss of his mother. They are joined by spirited Lauren who helps them navigate the road and their personal quests."
Living Large,A 12 year-old boy was bullied for his weight and he tries to turn things around by dieting and attempting to win over the girl of his dreams.
Lokananta,"ANANTA was forced to leave his parents, whom he considered as a thick wall hindering his pursuit of a career in music. However, his meeting with LOKA only strengthened what he had to fight for: love, faith, and music. The love story of LOKA and ANANTA was hindered by their different faiths. The love they struggled so hard to fight for was challenged by their differing beliefs. However, they both realized that it was not religious faith that united them, but music that brought them together. ANANTA finally obeyed his parents' wish for him to study in Cairo. The long distance and time separating Jakarta and Cairo did not diminish their love; instead, it made their longing even more intense. In the end, upon returning from Cairo, ANANTA faced a difficult dilemma between following his parents' wish for him to marry Syafir or returning to LOKA, who had filled the depths of his heart."
Lokshahi,It's a story of a naïve girl's personal dilemma over moral action set against the backdrop of strained political drama.
Lost & Found,"Kevin, a jolly boy, lives happily with his family. He finds something mysterious and brings tragedy to himself and to the rest of his family. Despite being a jolly boy, he does not appreciate what he has. He always brings whatever he finds from outside to his home. However, this time ''the thing'' he brings from outside is not as innocent as he thinks... This changes his life and brings misery onto his entire family. Will he and the rest of his family members learn their lesson from this incident or not?"
"Love, Sitara","A love story between a Malayali girl and a Punjabi chef, complicated by the family members on each side."
Lover of Mewat,N/A
Lucy and the Lake Monster,"Lucy and the Lake Monster is the story of Lucy, an orphan girl, who believes in ""Champ,"" the legendary sea serpent of Lake Champlain. Lucy and her grandpa, ""Papa Jerry,"" look for Champ despite mockery and mercenary forces opposing them."
Luigi's Mansion,"After arriving at his new mansion, Luigi discovers that the mansion is infested with ghosts! With the help of professor E. Gadd Luigi must brave the terrors of the mansion to save his brother and prevent the return of the evil King Boo."
Luv Ki Arrange Marriage,Luv is in love with Ishika and wants to ask for her hand in marriage. A laughter riot follows when his widowed father falls in love with Ishika's mother. Which couple has a more successful love story?
"Maayunnu, Maarivarayunnu, Nisvaasangalil...","A man documents two couples, questioning their choice of partners. Through conversations about relationships and society, they dismiss his concerns while hidden controlling forces emerge."
Maerey Gaon Ki Baat,"""Maerey Gaon Ki Baat"" is the first-ever film in the Jonsari language. The story revolves around the tradition of the joint family in Jonsar. The protagonist, Abhinav, returns to his village after 20 years. While he feels a sense of joy seeing his homeland again, he is equally stunned by the big changes that have transformed the village over the years."
Magic Beach,"Magic Beach, based on Alison Lester's book, features nine children and a dog bringing their imaginative imaginations to life."
Magic Birds: I magiki pagida,"Pandora and Plato, the most in-love creatures on Earth, share a magical secret: their Tears of Sadness can grant any wish. But Pandora tells Plato she can never see him again, as a prophecy warns Plato will die on their 300th anniversary. Meanwhile, Alba, a space computer, sends Flame to Earth to stop an evil villain."
Mahendranin Ponnu Mappillai,N/A
Mallemogga,"Srinivas Sashtri, the head of the village, lives with his wife Padmavati and a 12 year old daughter Mallika, who is very close to their servant Soori. When Padmavati dies, Sashtri gets Mallika married while Soori gets married to other girl"
Malyshariki. Den rozhdeniya,"Mom and Dad have just moved into a new house and are preparing for their Baby daughter's first birthday. Balancing between work and family, Dad buys a gift in an unusual children's store without even looking into the box. And there are small animated toys - Malyshariki. While the parents are preparing for the holiday, the little ones get out of the box and go in search of their own house."
Man and Witch: The Dance of a Thousand Steps,"A goatherd seeks help from a witch to break a curse that prevents him from taking a wife, so she sets upon him a series of impossible tasks."
Mangu the Fighter,Family sells house and leaves behind aquarium and fish. Caretaker is hired before new owner moves in. A fight broke out between the fishes over dominance. Mangu a small brave fish risked his life to save others and collapsed caretaker.
Mansarra,"Mansarra is a specific species of rice. According to legend, it doesn't sprout alone; its seeds are typically mixed with other rice species before planting. However, this film declares the existence of independent Mansarra."
Manyunya. Priklyucheniya v Moskve,"The year is 1981. Manyunya has long dreamed of attending a concert of her favorite band ""Zemlyane"", but she could not imagine what incredible events and unexpected acquaintances await her and friends on Red Square, in the circus on Tsvetnoy Boulevard and in the parks of the capital."
Manyunya. Priklyucheniya v derevne,"Manyunya, Narine and Karine go to the village to visit their grandmother for the summer holidays, where they face boring and monotonous days, but unexpected events force them to look at village life in a new way."
Maranayudham,N/A
Margie en de magische drank,Will Margie find the magic potion that could change her life forever?
Marry Christmas,"After finding love, the Wright Brothers (Joey and Matthew Lawrence) unwittingly schedule weddings for the same day. A sibling rivalry ensues for the right to wed their brides on Christmas."
Masha and the Bear. Wonder Park,"Masha, Dasha and the Bear are going on a new exciting adventure to the Wonder Park, where a day full of exciting rides and incredible encounters awaits them. Dasha really wants to get to the show, so she is aiming to win all the quests in the park, Masha is just looking for maximum fun, and the Bear is seriously determined to test his ""smart"" camera. But everything does not go quite according to their plan."
Mastaani,A story of a spunky and lion-hearted young girl who wants to make a change in society but fate had other plans for her.
Max und die wilde 7: Die Geister-Oma,"Max isn't popular at school and is often teased for living with his mother in a retirement home. He not only has a close friendship with the seniors there, but they assist in finding out who is responsible for the haunting in the castle."
"Maya, donne-moi un titre",A father and daughter maintain their bond despite living in different countries through an imaginative nightly ritual where she suggests a title and he creates short animated films starring her as the hero.
Medicine Man,Men often find themselves caught between the pressure of earning and relationships. How will they succeed in the daily challenges of life for the sake of their loved ones?
Mees Kees op eigen benen,"In this new installment, Mister Twister faces a major challenge as he has to stand on his own. While continuing to inspire his students with creative teaching methods, he deals with changes both at school and in his personal life. The strict principal keeps him on his toes, and his students never fail to surprise him in their own unique ways. Filled with humor and heartwarming moments, the film shows how Mister Twister, despite the obstacles, always manages to bring out the best in his class."
Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon."
Meiyazhagan,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.
"Merry Birthday, Happy Christmas","Holiday romance seems to be budding when Sarah's childhood best friend, Kevin, returns home just in time for Christmas. But outside forces and mixed feelings conspire to put both their relationship and possibly their friendship at risk."
Mezhdu nami,"Talented but failed playwright Mitya discovers uninvited guests in his apartment - wayward 13-year-old Nika and her older sister, actress Dasha. Trying to evict the new tenants, Mitya realizes that he has become a ghost, and Nika is the only one who sees him. Will he be able to fulfill his idea, return to life and find his love?"
Minchuhulu,A tumultuous father-son relationship escalates after their relocation to a rundown home. The son's determination to restore power awakens an uplifting metamorphosis mirroring a firefly's radiance.
Miracle Mile,"When a desperate veteran accepts a simple delivery job, he's forced to endure a grandfather with an attitude, a dreamer with a plan, and a disastrous journey. What begins as a paycheck becomes the ride of a lifetime."
Mit Baa Ko Gaun,N/A
Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
Molang au cinéma!,N/A
Mother of a Christmas,N/A
Mountain Boy,"Suhail, a young Emirati boy with Autism, flees to live in the Fujairah mountains after his father shuns him, not understanding his determination. Pinned with the confusing sadness that his mother died in childbirth with him, Suhail's perspective of the world is more nuanced - he is at one with nature, understands empathy, and has a kindness that infiltrates those who engage with him. Adamant to find his mother's family in Abu Dhabi, Suhail makes the epic journey, with his new friend Barakah, an Arabian Saluki, to find acceptance, family, and redemption."
Mouse Tales Movie 2,"Little Mickey finds a yin and yang news, and if the found all 4 peices they will get 25M$ reward. Will they get it, or has Little Mickey ate the wrong cheese again. And will Donald Jr Return? Find out in the squeal of Mouse Tales"
Moy dikiy drug,"Sasha finds a baby fox in a trap. Having learned that poachers are hunting for it, the boy hides him deep in the forest and begins to nurse him. This begins a touching and adventurous story about friendship, responsibility and justice."
Moy lyubimyy chempion,"Jonathan was once a champion. A handsome stallion, his master's faithful horse, the favorite of his little daughter Sasha. But one day everything changed. During a fire in the stable, the owner died while saving his horse. Time has passed, but it's as if something has gone out in Jonathan himself, and only 13-year-old Sasha still believes in him. Trouble made these two inseparable. Sasha, who misses her dead father, has found her closest friend in Jonathan. And when she is offered to betray him and compete on another horse, she chooses to go to victory with Jonathan. Despite the falls and disbelief of others. After all, they can only rise and take off together, as her father taught her - they don't abandon their friends."
Moyo sobache delo,"A stray dog was born on the street and learned to survive there: steal sausages, warm himself in doorways and make friends. One day, while fleeing from an evil saleswoman, he falls into a deep hole and cannot get out. He is saved by Mikhail, an elderly and lonely man with whom his family does not really want to communicate. He saves him and gives him a name - Styopka. It would seem that Mikhail and Styopka found each other so as not to be lonely, but when Mikhail brings the dog home, he feels bad. And now Styopka has very little time to call for help and save the life of his owner. But it is very difficult to do this, because none of the people understands it. Or is this not entirely true?"
Mr. Santa: A Christmas Extravaganza,"Three music-loving teens clash with the popular kids as the Christmas show nears-until a surprise substitute teacher, Santa Claus, arrives to save the day in this festive, feel-good adventure."
Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny."
Mujigae,"After her Filipino mom dies in Korea, 5-year-old biracial Mujigae moves to the Philippines with her Aunt Sunny. Together, they face grief and cultural differences while finding strength in family bonds."
Mukhadrakon,"10-year-old Lyosha is a fragile, dreamy boy who decides to commit a crime for the sake of his classmate Liza. After her mother got married and flew to another country, the girl suddenly stopped growing. Lyosha steals her mother's brooch in the shape of a dragonfly in order to sell it and buy Liza a ticket to her mother. Amazing adventures and difficult challenges await all participants in Operation Mukhadrakon."
Mult v kino. Vypusk # 167: Fokus-pokus,"In the new episode, a real illusionist will come to visit Rosinka, Umych and Fidget, who will teach the children and all viewers his signature tricks. At the ""Musical Warm-up"" this time we will dance to a modern version of ""Kalinka-Malinka"" - the folk song will appear in a new sound and will definitely stick in your head for a long time with its perky chorus. We will also prepare Fidget's favorite dish."
Mult v kino. Vypusk # 168: Idyom na piknik!,"Spring is in full swing, the sun is warming up, the buds are blooming, and Rosinka, Umych and Fidget have gathered in nature to have a picnic. Just when the guys decided to have a lot of fun, Fidget was attacked by a snake. Together with our presenters, we will learn how to deal with wild reptiles, sing a funny road song, learn cool games that you can play in nature, solve five new riddles about spring and learn many useful tips for ""survival in the wild."""
My Dad Is an Alien,"Jin, who raises his daughter Jin Jin alone. In order to let his daughter go to a better school, he even saves up a house by selling fried rice. However, an accident makes his daughter discover the identity of her father as an ""alien""."
My Dear Donga,"A small time thief enters the apartment of a girl who is independent, sincere and is in a relation with a doctor going through identity crisis makes her feel alive. The rest of story is all about how she handles the crisis."
My Eyes,An everyday working mother is forced to confront a past lover in order to save the vision of her only child.
My Freaky Family,"Betty Flood, a preteen with musical talents and magical abilities, struggles to fit in with her unconventional family. As she approaches her 13th birthday, she unravels family secrets, embracing her unique identity."
My Oni Girl,A high school student's life takes an unexpected turn when he meets an oni (demon) girl on a quest in the human world.
My Penguin Friend,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them."
My Private Line to God,"Joy believes her birthday gift from Auntie Kay holds a divine power: a direct line to God, activated when two or more gather in His name."
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,Crazy Asians collide with a bunch of Insane Rednecks who move into an Hollywood Hillside to set up
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Crazy Asians and Redneck clans escalate their Pranks to a point of no return when Cat tries to boil Reddick's Pet Gerbil, in retaliation, the Reddicks roast Cat's chicken for lunch, lead to an all out War,Winner takes all Redneck Games"
My half,"The film's story is about two former lovers who are going through a difficult period of divorce, while living under the same roof. Will they be able to overcome their problems, forgetting all the grievances and quarrels."
Nadanna Sambhavam,A group of family and friends in a residential association experience a major shift upon the arrival of a peculiar new tenant.
Naiki ka Badla,"From kids kahaniya producing a new short film ""Niki Badla."" It sounds like a wonderful educational story for children, emphasizing the importance of kindness and the belief in divine justice."
Nanak Naam Jahaz Hai,"Nanak Naam Jahaz Hai is a family drama centered on Mukesh Rishi, a successful entrepreneur and staunch atheist, and his wife, Dolly Minhas, who is deeply religious. Their contrasting beliefs create a household where love is abundant but often strained by their differences. Their children, played by Gavie Chahal and Aman Dhaliwal, navigate these dynamics while dealing with their own personal journeys. Gavie's romantic interest is portrayed by Drishti Grewal. The plot intensifies with the involvement of Vindu Dara Singh, a family friend who predicts that Mukesh will eventually witness the transformative power of faith. Mukesh's skepticism is put to the test as a series of unexpected events challenge his atheism. The family's troubles are compounded by Sardar Sohi, an antagonist with a personal vendetta against Mukesh. Sohi's son, played by Yuvraj Aulakh, assists in his father's sinister schemes, further threatening the family's stability. Sohi has kept secret of a trump-card from his sinister conspiracy, which is revealed at the very end of the movie. As Mukesh faces mounting trials and tribulations, he embarks on a journey of self-discovery. The film chronicles his transformation from a non-believer to someone who begins to understand the strength and resilience that faith can offer, particularly in times of adversity. The ensemble cast includes Yamini Malhotra, Bhawna Sharma, Daisy Grewal, Ratan Aulakh, etc."
Nature Cat's Nature Movie Special Extraordinaire,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
Navardev Bsc. Agri.,N/A
Ne odna doma,"5th grade student Masha Kametova learns that she will be left at home alone for several days because her parents are leaving on an urgent business trip. A nanny was called to look after Masha, who was found through a fashionable online service. However, who would have guessed that a professional nanny had an insidious plan? As soon as Masha realizes this, she decides to use modern gadgets to bring the criminal to light and show her who is boss in the smart home."
Nebesko,"The film ""Heavenly"" was inspired by the spiritual legacy of the sacred Nemanjic ruling line. The heroes of the film are the children of today, Dusan and Hristina, who will reveal to us the reasons why most of the rulers of this dynasty were canonized as saints, using their imagination as a time machine, and true stories from the past will awaken in them the deepest and most beautiful emotions and crown love as the strongest force in the world. ."
Neighbours,N/A
