Title,Storyline
Day Labor,"A Latino American veteran who seeks work as a day laborer in order to keep his family afloat. A regular day turns into a deadly game of survival when he is mistakenly dropped off at a private ranch in El Paso, Texas to be hunted for sport."
De Ijaazat Rahun Tujhme,N/A
Dead Boys Club,"Firhan, Fang Liang, Prem and Melati are good friends and often make the cemetery their hangout place. Firhan, who lost his mother from an accident 10 years ago, still cannot forget her and his emotions are always in turmoil. He feels that his dreams are reality and believes his mother is still alive. He invites his friends to go to the accident scene to find her. While in the forest, their thoughts were manipulated and they experienced various strange and terrifying events."
Dead Community Guild,"In a harsh post-collapse world, two sisters follow cryptic radio signals to a settlement offering refuge and prosperity. Their quest for a fresh start leads them to confront unexpected revelations that challenge their reality."
Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician."
Dead Man,"A man so-called 'figurehead', who makes money out of his name, living as a 'Dead man' after being falsely accused of embezzlement of 100 billion won."
Dead Money,Professional poker player Andy and his girlfriend Chloe are involved in a crazy 24 hours after a home poker game is robbed. Andy ends up playing the largest poker game of his life as both of their lives are in danger.
Dead Power,"Tragedy interrupts the life style of a happy couple. The strength of their love will be tested, and Lewis will need to do whatever it takes to reverse a deadly situation before it's too late."
Dead Sea,"Stranded in the open sea after a fatal accident, a young woman and her two friends are rescued by a fishing vessel's captain, unaware that the ship harbors a chilling secret."
Dead Talents Society,Follows ghosts who want to become the spookiest of urban legends and most successful and famous stars in the underworld through their scare tactics and performances amongst the living.
Dead Talk Tales: Volume I,"Step into the abyss of fear with a spine-chilling horror/thriller feature film anthology. Uncover tales of demonic entities, the paranormal, ancient creatures, and unknown mysteries. Explore the depths of terror in this gripping experience"
Dead Whisper,"Dead Whisper centers on Elliot Campbell, a Cape Cod lawyer drawn to a mysterious island where he is tempted by a reunion with his dead daughter, but at the peril of his soul."
Dead of Night,A young lady living in a small backwater town joins her friends to rob an abandoned house. They end up unleashing their worst nightmare when they discover that the house is not empty and not everyone in it is human.
Deadbolt,"Seeking a fresh start, a young woman finds her sanity on the brink due to unexplained disappearances and chilling nocturnal echoes in her new home."
Deadly Defendant,"""Deadly Defendant"" is a gripping thriller about a high-stakes legal battle where personal lives clash with hidden agendas, set against the backdrop of a secluded cabin and a small-town law office."
Deadly Fiancée,"When Jenny's father marries a younger woman, her mother goes into ""mama-bear"" mode when she becomes suspicious of the young woman's intentions."
Deadly Intent,N/A
Deadly Invitations,An influencer comes across a VIP party invite not meant for her and dives headfirst into the side of the industry where secrets are worth killing for.
Deadly Justice,"Prosecutor Holly Powell faces a murderous stalker after appearing on a true crime show to discuss her case against a corrupt judge she convicted, with the stalker believing the judge is innocent and seeking vengeance against Holly."
Deadly Obsession,A woman on the verge of divorce runs into an old high school friend with revenge in his heart and murder on his mind.
Deadly Retreat,Escape to a secluded cabin where laughter and terror collide in Deadly Retreat. This genre-bending comedy/horror film takes you on a thrilling journey that will leave you both screaming and chuckling in your seat.
Deadly Ruphoria,"A rare night out for college student Shana Jones turns deadly when Romeon Kingston, the head of a human trafficking ring, sets his sights on her."
Death Down the Aisle,"When Malorie's fiance' dies on their wedding day, the autopsy reveals murder. Another loved one is killed and she suspects that someone close is the murderer and is targeting her. She must uncover the truth before becoming the next victim."
Death Whisperer 2,"In a world shrouded by darkness, a relentless force seeks retribution, undeterred by boundaries or morality"
Decibel,"When a struggling singer-songwriter gets the opportunity of a lifetime to work with a tech-obsessed music producer, her art and life are put in peril as she is forced to help create the perfect AI music algorithm."
Decoded,"In the 1940s, the world was turbulent, and it was crucial to decipher enemy's communication codes timely and accurately. Rong Jinzhen showed a unique talent. He was noticed by more because he accidentally solved the difficult problem."
Decoy,"Haunted by traumatic memories from his deployment overseas, army veteran Jeremy Duncan finds himself facing new battles with depression, addiction and family issues. He is about to give up when a case of mistaken identity sparks an unlikely relationship, giving Jeremy renewed hope. But although his future appears brighter, some fear that something darker lies in wait."
Dedalus,"Six content creators are selected to participate to Dedalus, a new social contest that promises to make the winner rich and famous. Locked in an isolated arena, the contestants participate in games that gradually prove to be more and more dangerous. What seems like a simple game slowly turns into something completely different, and the creators find themselves victims of an elaborate revenge."
Delirio,"Masha, 11, and mom Elisa move to care for her senile grandmother. Family acts like Masha's dad is dead, which she denies. A secret surrounds Elisa's dead father. Sensing danger, Elisa isolates Masha from the outside."
Deliveries from Eva,"Disgraced musician Reese forms an unlikely friendship with fan Eva, a delivery driver with PTSD. Eva's obsession intensifies, and her psychotic break alarms Reese, who's trapped by his house arrest and her unpredictable behavior."
Delivery Run,"A food delivery driver gets caught in a deadly chase in the icy Minnesota wilderness, pursued by a crazed snowplow driver for unknown reasons, facing life-threatening situations and forced to outsmart his relentless pursuer alone."
Demise,"Caleb Castillo, a Latino landscaper, is involved in a scandal with fashion star Fiona Hernandez and is devoted to his wife Celine. They break up, and Celine reclaims her son Brody (Fiona's & caleb's), despite Caleb's promises to leave her."
Demolition Warriors,"Wrapping up a long week of work employees are in a fight for survival against a local gang who are out for blood - but who is justified? A thrilling look into the consequences experienced by trying to do the ""right thing"" by society."
Demon Host,"A young woman rents spare rooms of her parent's house as a BNB unsuspecting that you really need to be very careful as to whom you invite into your home. ""Rosemary's Baby"" meets ""Kill List"" and ""Scanners""."
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"Tanjiro undergoes rigorous training with the Stone Hashira, Himejima, in his quest to become a Hashira. Meanwhile, Muzan continues to search for Nezuko and Ubuyashiki."
Demon in the Glass,N/A
Demonte Colony 2,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there."
Dependence,"Valera got hooked on his own product. Now he has two goals in front of him - not to sink to the bottom, and to save face in front of the largest drug deal. Meanwhile, he is being hunted by two investigators."
Depravity,A group of roommates accidentally kill an innocent man.
Der Deserteur,"1945: The last days of the war. In a remote mountain hut, Anton, a deserted SS man, and Hannah, a Jewish woman, meet. From distrust, feelings develop between the two. But the danger is not over yet. For the two, the war is far from over."
Der Dritte Gast,Eva and Artur want to spend an evening together in the big city in a hostel. They are the only guests. Or maybe not.
Despatch,"News going digital, veteran crime journalist Joy fights irrelevance. Seeking major scoop and personal redemption, he pursues a perilous investigation into Mumbai's underbelly, unearthing dark secrets."
Detained,"A woman wakes up in a police interrogation room with no memory of the night prior. However, something does not seem quite right in this police station."
Deux hommes un destin,"Farid, a young urban dweller, gets lost far from the beaten tracks. His only solution to leave the region is to help a mysterious man who lives as a hermit in the forest. He later discovers that other creatures live in these places."
Devara Part 1,"A mighty sea warrior takes a violent stand against the criminal deeds of his village. Years later, his mild-mannered son walks a path of his own."
Devil Hunters,This is the story of a young girl who could terrify even the most adept Mahatantrik.
Devil Is a Liar,"In Lagos, successful businesswoman Adaora falls for seemingly perfect Jaiye. As their romance progresses, his controlling and manipulative behavior emerges, undermining her confidence."
Devin Turner's the Facility,N/A
Dhanussh,A university student becomes the victim of cyber-bullying.
Dharma Daiva,"A tale of greed and betrayal. As people fight for power and control, when their deceitful schemes unravel and darkness consumes them, a divine force intervenes, revealing consequences of their actions and restoring justice in the family"
Dheera,Things get messy when Ranadheer gets hired to transport the most wanted cargo by road.
Dheera Samrat,"A family that connects through the habitual greed, witchcraft and vengeance of the upright."
Dhooni,"Laliyo is a rickshaw driver with a big dream of becoming a famous folk singer, known as a Daira Kalakar. His love for music is so strong that it leads him into a dangerous situation, putting both his life and his family at risk. Now, Laliyo must find a way to save them all. The story explores how far someone might go to follow their passion. Laliyo's obsession pushes him to the edge, risking everything he loves. Will he be able to protect his family, or will his passion lead to their downfall?"
Di Renjie: Tongtian xuan an,"During the Tang Dynasty, Princess Taiping dreams of riding a ""Silver Snow White Horse"" in a ""dreamland under the moon"". Xuanji, a female diviner, interprets the dream, revealing that the white horse represents a ""celestial horse"", making the princess's dream a reality."
Dia de Finados,N/A
Diamonds and Pearls,N/A
Diari de la meva sextorsió,"Trapped in a digital blackmail labyrinth after her computer is stolen, director Pati documents the real-time persecution as a way of survival."
Dickweed,Two people got kidnapped. One man lost his dick. No-one got any money. This heist-gone-horribly-wrong led one Newport Beach detective on an international manhunt for the most twisted criminal he'd ever hunted.
Die Alone,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.
Die Before You Die,A hot-headed influencer finds himself trapped six feet underground after an internet challenge goes dramatically wrong.
Dil Dosti Duniyadari,It tells the story of of an average middle-class boy who wants to become a successful singer in his life despite having obstacles in his way.
Dilemma,"In the midst of global pandemic, a trending voice chat platform becomes a lifeline for a group of friends seeking connection and solace. Their lives take an unexpected turn overnight when a mysterious stranger enters their chat room."
Dirty Angels,It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.
Dirty Boy,"Raised in an oppressive cult, a reclusive schizophrenic discovers that he's being framed by cult leaders for a series of ritualistic murders and must prove his innocence by saving their next victim and destroying the evil sect."
Dirty Dilemma,"In today's ever-changing dating landscape, can anyone truly claim to have a pure connection devoid of lies, secrets, and trust issues? For Malika and Kyrie, their love will be pushed to the brink as they face the ultimate test."
Disciples in the Moonlight,A reluctant leader heads up a team of seven Christians intent on smuggling Bibles to underground churches in a future America where the Bible is illegal and danger is around every corner.
Dismissed,"A freelance journalist investigates a mysterious AI corporation after a fire claims the life of its star employee. As he races to uncover the truth, he unravels a web of secrets, exposing the AI software's dangerous impact on the world."
Disparue,"Eve, an athletic woman, and her boyfriend Will go hiking. When Eve is kidnapped, a rescue mission is quickly organized. Sam, a specialist investigator, with his associates, Chris an Max sets out to find him."
Diwe,N/A
Dla waszego dobra,"After the mysterious disappearance of their beloved dog, two teenagers face their parents, who, trying to solve the mystery, gradually fall into madness."
Do It for the Gram,"A professor at a prestigious college faces life changing consequences when her students post private content of her life online ruining her reputation, and she seeks revenge on all the students involved."
Do Not Open,"After arguing with her parents a distraught teen opens an email promising acceptance, but what the message delivers infects the whole family."
Do Patti,Twin sisters harbouring deep secrets and a determined police inspector seeking to uncover the truth in an attempted murder case.
Dog,"When Jesus, his faithful companion, goes missing, Virendra - a reclusive ex-convict, suffering from PTSD - pushes away the only person that truly cares about him and searches the frozen landscape for answers."
Doll House,N/A
Dollarspete,A bank manager's inadvertent transfer of Rs 13 crore leads to a chaotic situation as the money gets dispersed across 100 different accounts.
Dominique,"Trained assassin Dominique, escaping her troubled past, crash lands her plane in a Colombian town rife with violence. Sheltered by a family, she faces attacks from police and must choose between self-preservation or defending her hosts."
Dominus,"After a man is discovered brutally and horrifically murdered, Detective Vance is determined to trace down a demon worshiping cult that are expected to have caused a series of brutal murders over several decades in the Georgetown, D.C. area. With the help of a faithful Priest, they fight the demonic presence that threatens to take more lives."
Don Goyo,"""Don Goyo"" is a montubian thriller inspired by the Ecuadorian magic realism novel written by the famous Guayaquil writer Demetrio Aguilera Malta."
Don't Leave Yet,N/A
Don't Look Back... I Know Your Origins,"The film tells the story of the long-time Opah's Saka looking for a new victim to tie up. However, there are obstacles and mysteries that cause various horrific incidents to occur."
Don't Love,"Lalasa, teenage girl from a slum,Polytechnic student, knows nothing about the outside world, got attracted to Kamal and Saaras, men who are much older to her. An eye-opener for Teenagers, who are unable to differentiate Love and Attraction"
Don't Mess with Grandma,"A drunk Army ranger must fight off the vicious robbers who plan to loot the cabin belonging to his sweet, oblivious grandmother."
Don't Move,"A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down."
Don't Sleep,N/A
Don't Trust,"Shannon's and Walter's anniversary plans take a dangerous turn, testing their love and loyalty. Will their romantic getaway lead to a happy ending or a deadly twist of fate?"
Dont,"In this mind-twisting horror mystery: When Dylan disobeys the stereotypical rules of a horror film, after already being warned, his friends quickly face the consequences, including himself. Forcing Dylan into a situation he can not escape from."
Doom Walker,A widower receives a letter in the mail that alters the course of his life and the marriage he thought he had.
Dosen Ghaib: It's Nighttime or You Already Know,Four students had to take a short semester while other students were on holiday. At first these students were not suspicious during class.
Double Ismart,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.
Double Karma,Crooked Detective harboring dark secrets that threaten to destroy his livelihood that will forever change the trajectory of his life forever.
Dr. Jason II: Lights & Shadows,A satanic alliance tries to pave the way for the birth of the Antichrist.
Dragon Gate Inn,N/A
Dream Lock,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.
Dream of Deceit,A young man goes on a sinister journey to decipher a recurring dream he has been having about a mysterious girl.
Dreamhaus,"Tiffany has split personalities, one devoted to her fiance, the other embracing darker desires. She navigates conflicting lives, questioning if her alter ego is imagined or real, creating tension between love and indulgence."
Drive,"Yoo-Na (Park Ju-Hyun) is a popular YouTuber with over 700,000 subscribers. She enjoys her life, but, one night, she is kidnapped by an unidentified person. The kidnapper orders her to earn 650 million won through a one hour broadcast"
Drive All Night,A rideshare driver has to face the demons of his past that have caught up with him.
Drive Back,A couple returning from their engagement party must escape a sinister and seemingly endless road.
Drive-Away Dolls,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals."
Drone,"Émilie, a young student, works as a cam-girl at night to make ends meet. One evening, a mysterious drone appears at her apartment window. From then on, whenever Emilie is alone, the drone appears and follows her."
Duffle Bag Boy,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
Duobeje,"Adas and Domas are luxury car thieves. Domas promises his expectant beloved Maria to do the last ""job"" and live a peaceful family life after the baby is born. Maria, having a bad feeling, doesn't want to let him go."
Duplicitous Minds,A Magician explains how magic works and the illusion of choice. A high stakes heist occurs. The events that follow can be interpreted differently based on audience choice.
Dvija,Dvija tells the story of a young girl who had lost the love of her life to an accident and is drawn into the cybercriminal world when she discovers more about him.
Dying for Fame,"Follows Anna, a career-driven internet tabloid reporter as she discovers that many of influencer Juliet's fans aren't real. Juliet then offers Anna another story about a stalker who has been harassing her."
Dying to Be Famous,"A social media influencer with a dark alternate personality, goes to extreme measures to achieve fame, unaware her success is entwined with her inner demons"
Döngü,"Döngü, living with her daughter, son-in-law, and grandchild in a poor neighborhood of Istanbul, has been working as a house cleaner in the home of a wealthy woman named Ayten for many years. One day, Ayten's Kosovar caretaker Lena has an accident in the house, and this incident triggers issues that escalate to legal proceedings between the parties. Pressured by Ayten and her son to convince Lena, Sevim finds herself caught in a web of class, moral, and ethical dilemmas."
Dünya Mali: Eksi Bir,"Vural has to work for Haluk, who betrayed his mentor Suphi. When Haluk plans to steal a priceless gospel, Vural gets his chance to avenge his mentor but he will have to face his own internal conflicts as well as everyone after the gospel."
ETA,A single dad who works as a mail clerk comes face-to-face with the uncanny.
EVOL: A Love Story in Reverse,"""EVOL: A Love Story in Reverse"" is a new age romantic thriller genere with a great writing and engaging screenplay everyscene of the movie set you on the edge of your seat"
Eagle,A journalist uncovers the story of a ruthless assassin when she investigates a government cover up.
Earthquake Underground,"After a massive earthquake submerges a hotel, a young architect must overcome all odds to save his pregnant girlfriend before the structure collapses."
Earworm,"Henry Adams, a socially awkward man seeking help for his condition accepts an invitation to a self help group that is more than it seems. Danger is around every corner as Henry goes deeper into the treatment."
East Bay Confidential,A disillusioned Iraq War veteran is framed for a murder by a beautiful social media influencer. He must track down the only person who can testify on his behalf: a former sex worker on the run from a murderous gangster.
Eat the Night,"Young drug dealer Pablo and his sister Appoline bond over an online game called Darknoon. Pablo falls for Night, neglecting his sister. While Appoline finishes the game, Pablo and Night become embroiled in a dangerous gang conflict."
Ebony Hustle 2: Ballistic Protection,"A female private investigator looks to correct a mistake from the past, before looking toward the future."
Echo 8,"An assassin flashes between a nightmarish dream and her reality at a secret underground organization. When her latest mission involves killing a grieving mother, she discovers her target is closer to home than she realizes."
Eco Village,"When Robin hitch-hikes to an eco village she read about online, she is seduced by a highly musical parallel universe, in which wholesome earth skills blend vertiginously with Bacchanalia and Sadomasochism. Robin falls for Jake, a brilliant but tormented handyman, and their explosive connection incites a devastating series of events that reveals the limits of human connection and the true costs of utopia."
Eddie.,"A man that runs a gas station in the deserts of Arizona would do anything to win over the love of his most loyal customer, including murder."
Eden,"Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other."
Edge of Summer,"A summer holiday and an old folk tale bring two 11-year-olds together as they set out to explore just what, or who, is calling to them, from deep within an abandoned tin mine."
Ek Raat Baki,"A newlywed couple embarks on their honeymoon trip to Goa, filled with dreams of love and adventure. However, their joyous journey takes a dark turn when they commit an act of disrespect toward a sacred idol along the way."
Ekpebiwo m (I have Decided),"This is a feature film on the story behind the legendry 'I have decided to follow Jesus' hymn. About 150 years ago, there was a great revival in Wales. Angry, the village chief ... called the family who had first converted to renounce their faith in public or face execution. Instead of renouncing, he said ""I have decided to follow Jesus"" Enraged, the king ordered his family to be killed, He replies 'Though no one joins me, still I will follow"". He is finally killed. His various replies to the king formed the hymn."
Ekti Khola Janala,It revolves around two nurses and the strange events they encounter one night.
El Ascenso,N/A
El Banquete - Deseos Impunes,"A famous actor running away from a dangerous threat, finds himself involved in a journey towards an unforeseen destiny."
El Brujo Joaquín,It is the story of a man who prefers to sacrifice his family in exchange for money. He decides to go to a witch to achieve this.
El Cas Àngelus. La fascinació de Dalí,Salvador Dalí receives a visit from a journalist who wants to interview him about the sudden reappearance of a book that the painter wrote 20 years ago and that was lost during his flight during the Nazi invasion of France.
El Centinela de las Ánimas,N/A
El Diario de David,"David is a dreamy and dedicated teenager who, just one year away from finishing high school, faces the difficult task of adapting to an environment where he is excluded and will be taught, for the first time in his life, the human cruelty."
El Tiburón,"Three couples from Cuba, Haiti and the Dominican Republic join their destinies in search of a better future, but a shark will change the course of their journey."
El agrónomo,An agronomist confronts ethical dilemmas upon discovering the consequences of his work after his daughter's best friend falls ill.
El cuento del lobo,"Olga and Javier, a middle-class couple, witness the girl who's supposed to clean their house receiving threatening messages on her cell phone. Faced with this situation, they decide to intervene, thus facing a sudden change in their lives."
El día de la tormenta,"Macario believes that his daughter is the witch responsible for the deaths of several children in the village; tormented, he takes refuge in the mountains to sacrifice her."
El extraño detrás de la puerta,"Ana was accepted into a renowned dance academy in Europe, so Pablo, her best friend, plans the perfect farewell in her old cabin in the middle of nowhere."
El instinto,A home invasion thriller starring a dog trainer trying to modify a human's brain.
El salto,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat"
Election,"Nadarasan, uninterested in politics, runs for panchayat leader to honor his father. As he delves into the murky world of election politics, he faces violence, rivalry, and betrayals."
Electra,A journalist and his female companion travel to interview a famous musician in Rome where a generous invite to a country estate becomes something much more than anyone expected.
ElemenTory,"Following the disappearance of their son, a couple joins other parents whose children have gone missing from school. Frustrated by the lack of progress they take control of the school looking for answers."
Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.
Ellige Payana Yavudo Daari,"A secluded mountain town, where idyllic lives intertwine with sinister desires, explores themes of love,loss, and revenge amidst a backdrop of lush beauty."
Elyas,A former Special Forces soldier who has become solitary and paranoid since serving Afghanistan and recruited to provide the security for Amina and her daughter Nour.
Emilia Pérez,"It follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."
Enamorado De Una Bruja 4,"The story continues, 20 years later, a new creature is born, to avenge the death of his mother, who in the past dedicated herself to tormenting a humble family, the nightmare of Joel and Miriam returns."
End Zone,N/A
Entre Fronteras,"Between Borders presents three stories set in a dystopian future, after the collapse of the global economic system. The plot takes place in a context where two imaginary countries are separated by natural elements, symbolizing physical and geopolitical borders. Many are trying to find a way to survive or escape an inevitable and tragic fate, with the promised land just kilometers away, yet the journey and hardships turning any idea of escape into a suicidal endeavor. SKIN: Two sisters endure an endless wait before embarking on the journey to leave their home and cross the border with their father. An unexpected visit could change the course of their story. SCRAPYARD: A man struggles to keep a family business afloat, located too close to the border. Each day is an endless fight to survive and resist the temptation to give it all up. GENERATIONS: On the other side of the border, near the forest in the south of the country, a wealthy and seemingly happy family prepares to carry out a tradition that has been inherited and normalized for generations. Français (courte) Du point de vue des citoyens, une nation lutte contre les troubles civils, les luttes pour la survie et la promesse illusoire d'une vie meilleure, à seulement quelques kilomètres mais semée de périls. Español (Simple) Desde la perspectiva de varios ciudadanos, exploramos una nación en crisis civil y política, a través de tres historias entrelazadas, donde la supervivencia y la huida se vuelven desafíos ante la promesa cercana de un futuro mejor"
Entre Nosotros,Five friends spend a weekend on a secluded farm. What begins as a celebratory getaway among friends quickly turns into a thriller full of intrigue when one of them ends up dead.
Entrelinhas,"1971. Beatriz is a 17-year-old Brazilian student. She is arrested by the military dictatorship on charges of belonging to the subversive student movement and an armed guerrilla group fighting against the regime, the Vanguarda Armada Revolucionária Palmares / VAR-Palmares. After enduring ten days of torture without the military proving her involvement, Beatriz is returned to her family, battered and bruised, by a Brazilian Army officer who simply says, ""Sorry, it was a mistake."""
Eravamo bambini,"In a Carabinieri station in a small town on the Calabrian coast, a marshal interrogates a young and frightened postman, arrested during the night for threatening a patrol carabiniere with a knife."
Erracheera,"Dasu marries Avantika who kills his grandmother Panni Parvati for property. Avantika becomes an evil spirit seeking her dead mother. During this, Sivakumar's wife mistakes Avantika for her late mother."
Escape,Follows the struggles of a North Korean sergeant who is chased by a ruthless major after he defects.
Escape,"A young man who wants to live in prison and will do whatever it takes to get there, raising questions such as if those who care about him will get to stop him from committing increasingly serious crimes."
Escape,N/A
Estación Wadley,"After the death of his father, Nico inherits several mining properties where he sees an opportunity to reunite his family. Everything changes when he finds an opportunity to solve his family crisis - or repeat the mistakes of the past."
Estela,"Susana and Jorge decide to move to a mansion in front of a lake, in search of tranquility that will allow them to become parents. Her obsession with getting pregnant ends up attracting the ghost of a girl looking for a mother."
Estepa,N/A
Even the Score,"With the help of their friends, two brothers leave a trail of blood and bodies as they Even the Score on a decades-old vendetta to avenge their father's murder."
Everyone Is Going to Die,An entrepreneur is attempting to reconnect with his daughter on her Birthday. The party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the Patriarchy.
Everything I Never Expected,"After graduating college, an introvert struggles with her love life when she returns to her hometown. When a young wealthy bachelor is kicked out of his parents' house, he's forced to get his own place and find a steady job. A blind date between the two goes horribly wrong. And months later, they find themselves stuck in an apartment accidentally leased to the both of them. After a series of pranks the two start catching feelings. They must overcome issues in their relationships with those around them and in doing so, they start to realize that love comes unexpectedly."
Evidence,"Priya Ramakrishnan, a tenacious suspended cop, is tasked with investigating a suspicious doctor's murder."
Evil for Evil,"Zora, an ex-bounty hunter, is enjoying life and embracing her newfound faith, when suddenly tragedy strikes forcing her to choose between her new life and the world she has always known."
Executioner,A high profile politician foils a blackmail plot and devises a shocking plan for retribution. Based on the hit play 'Deadlock'.
Exit,Four teenagers from a hilly village get stuck in a desolate bungalow one night.
Exit,"A group of students travel to a mysterious carnival for fun, but the carnival turns out to be a brutal survival game that cruelly plays with their minds. Will they be able to find the exit?"
Ext. Car. Night,"A bloody thriller (sort of Agatha Christie does The Twilight Zone) morphs into its own ""making of"", a really talky one - a conversation about film, about fear, about fiction. The type of film where the less you know, the better."
Eyes Don't Lie,"Pop star Peetey Weestro struggles with his dark side while climbing the charts with back to back hit records. Realizing that he loves killing just as much as he loves creating music, an inner battle ensues. EYES DONT LIE is the first film of its kind."
F*** Marry Kill,"As a serial killer targets women on dating apps, a true-crime junkie must figure out which of her three dates is a f-boy, marriage material, or is trying to kill her."
Face Deep,Luna and her pensioner lover Noah's dream life comes crashing down when Noah's estranged daughter Bonnie returns to reconcile with her father.
Faction Leni Seemakatha,"A small town real estate broker ends up with a bad land deal. While trying to find a way out, he stumbles on an easy solution. Other people, unintentionally, get involved in his simple plan."
"Fallen Leaves, Broken Lighters","Within Hong Kong's bustling cityscape, vignettes intertwine the lives of its inhabitants, bound by tea, cigarettes, and broken lighters, as they grapple with life's myriad facets, and themselves."
Falling Daniel,"Ambitious Daniel's relentless pursuit of his desires sends him into a darkly comedic downward spiral, where every misguided step deepens his struggle to escape the chaos he creates."
False Front,"A highly trained mercenary is led through a series of simulations in order to save his daughter, whilst discovering the unnerving truth about his shrouded past."
Familia,"Luigi, 20, lives with his mother and brother. A decade ago, their abusive father left. Luigi joins an extremist group seeking belonging, but his father's return poisons everything."
Familia,N/A
Family Guy Plush: Peter Is Afraid,"PLOT: It's an ordinary day for Peter Griffin, and all he wants is some Dunkin. However, Peter realizes something is wrong when he doesn't get his Dunkin. And just when things couldn't get any worse, bad things keep happening to Peter, and bad people keep coming back to haunt him. Peter has to find a way to stop these things from happening to him before it's too late."
FanGirl,"A popular influencer hosts a contest for her fans, with the grand prize being a day spent with her. But one woman devises a plan: kill the winner, impersonate her, and get close to the influencer to ultimately kill her."
Fanatic,"In a realm of secrets, Raina, an isolated woman, becomes enamored with handsome Sterling Robinson. As their bond grows, she uncovers his dark secret, thrusting her into a perilous situation that threatens her life."
Fanum: Ombre dal passato,"Marianne, an archaeologist, picks up her late mother's research and becomes obsessed with the Fanum Voltumnae, an ancient Etruscan sacred site. As she investigates, she grapples with inner turmoil and her love for scientist Elisabetta."
Fatal Dispatch,"When a young cop is partnered with the veteran who killed his cousin, their latest call entangles them with an innocent couple, leading to chaos, secrets revealed and blurred lines between cop and criminal. Allegiances shift as their pasts collide, threatening any chance for justice. Lives hang in the balance in this gritty thriller where vengeance and betrayal know no bounds, and the emerging truth might be the most dangerous thing of all."
Fatal Infatuation,N/A
Fatal Secret,A successful actor's life is upended by a mysterious stalker's obsessions while a detective struggles to decipher her agenda before time runs out.
Fated,"Investment banker Miles Carter receives threats against loved ones, dismisses them initially but when people close to him become crime victims, he races to uncover truth behind menacing messages before it's too late."
Faultline,A hardened corporate lawyer must reconnect with her estranged sister when a case exposes questions about the circumstances surrounding their mother's death 20 years earlier.
Fear,"Sindhu's world is shattered when her boyfriend vanishes. Held captive in a mental asylum, she must confront the evil forces driving her madness and confront the terrifying truth about her own past in order to escape and uncover the truth."
"Fear, Forget My Name","FBI Agent Berkley prepares for her most dangerous assignment yet. A modern neo-noir thriller created by Alex Bram. This musical short film is based on the rock anthem ""FEAR, Forget My Name,"" written and performed by SUPER 400."
Feet of Death,"A USFS ranger investigates a social media influencer's death and unusual occurrences in his town, leading him to confront the possibility of Bigfoot's existence being tied to these events."
Fentasy,"The story follows the ambitions of two young individuals hungry for quick wealth. However, their path takes a treacherous turn as they venture into the world of illegal fentanyl production -a dangerous drug with far-reaching consequences."
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?"
Fiebre Caribe,A woman in Queens struggles with cannibalistic desires while seeking her missing lover who disappeared en route to Caracas.
Filthy Animals,"Two outlaw misfits, Lars, a thrill-seeking drug enthusiast, and Freddy, a bodybuilder recently out of rehab, hunt down child sexual predators on Christmas Eve."
Final Girl: Halloween,After surviving a brutal murder of her friends Erin must navigate life as the sole survivor while she tries to figure out who the killer is.
Final Heist,"Desperate to save her daughter, a mother enlists her old criminal posse to break into a maximum security prison holding their only hope, her husband."
Finally Home,A man has his home invaded by a stalker and is locked out. His only choice is to break into his own house and take matters into his own hands.
Find Her,"Melvin,Petty P,Sonia,Joey and Rob are a group of friends who stands on business but stands only loyalty or do they ? No matter what they will do whatever it take to get paid Melvin and his wife Briana are best friends more than anything."
Finder,"An organisation that finds people who have been in prison for crimes they have not committed, in the United States. The organisation takes efforts to prove them innocent and get their due compensation from the government."
Finding Jane,N/A
Fire of Love: RED,A famous novelist Rajveer who gets lost between fiction and reality.
