Title,Storyline
Don't Look Back... I Know Your Origins,"The film tells the story of the long-time Opah's Saka looking for a new victim to tie up. However, there are obstacles and mysteries that cause various horrific incidents to occur."
Don't Open the Box,A lonely mute girl has a mysterious creature that she keeps inside a box.
Dont,"In this mind-twisting horror mystery: When Dylan disobeys the stereotypical rules of a horror film, after already being warned, his friends quickly face the consequences, including himself. Forcing Dylan into a situation he can not escape from."
Donto Rohoshyo,"Go to Odisha with Aunt Neela for the wedding of Rais tenant (Harsh). Along the way, Harshar Jyathamshai finds out that he is hiding a Buddhist statue. Rai reached Orissa and investigated and recovered the Parents statue."
Dr. Jason II: Lights & Shadows,A satanic alliance tries to pave the way for the birth of the Antichrist.
Dragoons,"Father to be, Pavel, with his pregnant girlfriend, Sabine, spend their days living like nomads and breaking in houses in search for food and resources. When their travels bring them to a grotesque forest, they get lost, but find refuge in the Dragoon's manor just in time for Sabine to go in labor."
DreadClub: Vampire's Verdict,"Betty Gray, a college student obsessed with gothic romances, finds herself living one when she falls for Duchamps De Ve--a man on trial for being a vampire."
Dream Lock,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.
Dream Thief,"Jo, a burgeoning screenwriter, steals dreams for inspiration, but are there consequences?"
Dream of Deceit,A young man goes on a sinister journey to decipher a recurring dream he has been having about a mysterious girl.
Drive,"Yoo-Na (Park Ju-Hyun) is a popular YouTuber with over 700,000 subscribers. She enjoys her life, but, one night, she is kidnapped by an unidentified person. The kidnapper orders her to earn 650 million won through a one hour broadcast"
Drive Back,A couple returning from their engagement party must escape a sinister and seemingly endless road.
Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult."
Duplicitous Minds,A Magician explains how magic works and the illusion of choice. A high stakes heist occurs. The events that follow can be interpreted differently based on audience choice.
Durga,"The story follows Durga, who is sentenced to Life imprisonment after being declared guilty by the court. Archana, a lawyer turned housewife intrigued by this case decides to uncover the truth. As she investigates, she discovers the real culprit, Mahisasur who is the reason behind this entire story. Why did Durga remain silent all this time? This intense investigative drama will unfold the truth behind Durga's downfall."
Døde menn går på ski,"A billionaire invites a failed writer, a misogynistic psychiatrist, a cocaine-sniffing children's TV star, and a psychotic journalist to a haunted cabin for Easter. A thrilling detective game turns deadly when one is found beheaded. Trapped by a snowstorm, they are forced expose the murderer among them, before it is too late. Based on Knut Nærums bestseller."
El Juego Del Poder,"After a tragic government-negligence accident affects his provincial town, local resident Michal Król takes matters into his own hands by running for mayor in his community."
El Portal,N/A
El banquete,N/A
Ellige Payana Yavudo Daari,"A secluded mountain town, where idyllic lives intertwine with sinister desires, explores themes of love,loss, and revenge amidst a backdrop of lush beauty."
Endgame,N/A
Entre Paris et Leuven,An invention in neurosciences detects the undetectable.
Exhuma,The process of excavating an ominous grave unleashes dreadful consequences buried underneath.
Exipsosi,"Sofie is a reporter at local magazine ""Onar"" in Komotini-Greece. One night invite her friends for dinner and ask them for help writing an article. Maximos who works in the archaeological museum of Komotini advises her to write about the Byzantine stronghold of the city. Their investigation leads them to the ""Zagris"" an organization who operates their city and seeks the lost ninth string of Orpheus Lyra. They want the string to gain power of Orpheus to control the entire world. Maximos and Sofie with the help of her brother Akis during their research find out that their friends are in the organization secretly. After this discovery the ""Zagris"" kidnap Sofie and her brother and demand from Maximos to hand them the ninth string. Maximos will find the string and give it to them to free his friends or keep it to save the world from the organization's plans."
F*** Marry Kill,"As a serial killer targets women on dating apps, a true-crime junkie must figure out which of her three dates is a f-boy, marriage material, or is trying to kill her."
Family Guy Plush: Peter Is Afraid,"PLOT: It's an ordinary day for Peter Griffin, and all he wants is some Dunkin. However, Peter realizes something is wrong when he doesn't get his Dunkin. And just when things couldn't get any worse, bad things keep happening to Peter, and bad people keep coming back to haunt him. Peter has to find a way to stop these things from happening to him before it's too late."
Fanum: Ombre dal passato,"Marianne, an archaeologist, picks up her late mother's research and becomes obsessed with the Fanum Voltumnae, an ancient Etruscan sacred site. As she investigates, she grapples with inner turmoil and her love for scientist Elisabetta."
Faultline,A hardened corporate lawyer must reconnect with her estranged sister when a case exposes questions about the circumstances surrounding their mother's death 20 years earlier.
Fidan,"13-year-old Fidan gets accepted to a renowned high school away from home. However, it is not easy for Fidan to leave her younger brother and father who is lost in the shadow of sad events."
Final Girl: Halloween,After surviving a brutal murder of her friends Erin must navigate life as the sole survivor while she tries to figure out who the killer is.
First Nights at Freddy's,"Before the events of the original FNaF Musical, several stories come together to uncover Fazbear Entertainment's web of lies."
First Person Savior,"Caught between a thankless job with cruel co-workers and a surreal home life consisting of video games, fast food and insomnia, Abe finds out that he has a higher purpose. No matter what, violence is never the answer."
Five Nights at Freddy's Minecraft Roleplay Movie,"Set in October of 2024, Squidy and Em get a job at an old and rundown pizzeria from the 2000s. They slowly figure out the mystery behind Freddy's and begin to regret their decision of ever achieving this job."
Flashlight,"A housekeeper receives mysterious phone calls, pushing her to investigate the disappearance of her father amid an oncoming solar storm."
Flesh of the Unforgiven,"A dark, psychological, supernatural horror that follows a struggling couple tortured by the twisted games played by the Death Dealer and his manipulating legion of demons."
Flick Flick 8,N/A
Following,"A mystery thriller about a real estate agent who secretly enters clients' homes and becomes obsessed with a deceptive social media influencer. The film explores themes of obsession, identity and the dark side of social media."
Force of Nature: The Dry 2,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.
Foreclosure 2,A new family moves into a neighborhood in hopes of meeting the ghost that lives in their home.
Fragmentos de Olvido,"David, a successful therapist, is the creator of a never-before-used method in modern psychology: a device that allows him to alter the most painful memories of his patients. His wife, Lucia, is the victim of a strange disease that will shortly end her life. The solution for David's plight appears in the shape of Sofia, a patient of David's who asks him to use his machine to rewrite her entire life."
Frankenstein in the Mirror,Something is wrong. A man shaves every night. Every morning he wakes up with a fascist-like moustache anew. Is the Fascism reoccurring? Is our main protagonist's trauma reoccurring with it? Only Salkic could write a screenplay this unique.
Free Falling,The perfect life of a strict and tough rhythmic gymnastics teacher of competition begins to escape out of her hands.
From Darkness,"Park ranger Angelica and ex-Viktor investigate a missing woman's case in a Swedish nature reserve. They explore haunted caves, face their past, and uncover dark secrets while battling a mythical creature."
Frozen Run,"A woman moves into a cabin in the small town of Frozen Run to escape her hectic life. One night after a strange storm, a mysterious man arrives in town and speaks as if he knows her even though she's sure they've never met. She struggles to figure out what is going on as she is plagued by personal woes and horrible nightmares."
Gaami,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?"
Gazer,"Frankie, a young mother with dyschronometria, struggles to perceive time. Using cassette tapes for guidance, she takes a risky job from a mysterious woman to support her family, unaware of the dark consequences that await."
Ghost Train,"""Ghost Train"" is a horror movie in which Da Gyeong, a YouTuber with the lowest number of views, meets the station master of a mysterious subway station to find the source of a true horror story and encounters several strange stories."
Ghost of Spring,"The ritual ceremony takes place once in 12 years, is imminent, but forging masters die mysteriously. A genius detective teams up with a female assistant to explore a long-standing case of the oppression of women."
Ghubar,"The Brutal Murder of a reputed family forces the police to hunt for the killers as the pressure keeps piling up, stirring a cloud of thick fugitive dust, filled with communal bias and caste discrimination."
Giant fish,"At a secluded lakeside resort, biologist Zhang Cheng comes to find his ex-wife, Yan Tong, and is astonished to see her looking youthful again. He learns that she has been using a secret beauty product and discovers that strange disappearances of guests frequently occur at the hotel."
Gizmo,The disappearance of a young woman inside a Natural Park and the bizarre death of a police chief tie together and begin to circle around a paranoid plot and a possibly supernatural mystery.
Glass Casa,Jamie's plans for a relaxed bachelorette party with her three closest gals turn nightmarish when the celebration takes a dark twist: an unexpected guest is discovered mysteriously murdered.
Go Away,"During a family gathering, dinner is interrupted by a knock at the door. 5 intruders take the guests hostage and put them through a series of sadistic games. As the night goes on, the intruders realize they also may have something to fear."
God Ain't Sleep,"Fueled by rage and a burning need for justice,Mark's life is a mission to uncover the truth behind his father's brutal murder. Witnessing the tragedy as a child, Mark's determination only intensifies as he navigates a dark world of secrets"
God Vs AI,N/A
Going South,"When two parents depart for a weekend getaway to finalize their untimely divorce, their night quickly takes a turn for the worse when their daughter's house party goes awry."
Golam,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.
Gossip to Die For,"Under the public eye, a troubled detective races to solve a series of high-profile murders that are ""predicted"" when published online."
Granny,"A man named Devin Clark is driving his vehicle in an isolated forest in Sweden, when his engine suddenly breaks down, stranding him. He is then captured by an evil demonic woman with a bloody baseball bat. Six years later, his footage was found."
Grayson's Encounter,"An 8-year-old boy desperately wants to visit his mother, but strange occurrences keep preventing him and his father from visiting."
Green,"Green follows the harrowing journey of Mayanna, a man battling paranoid schizophrenia. Haunted by delusions and hallucinations, Mayanna's mind is tormented by a monster from a childhood story told by his mother."
Gregório & as Patricinhas,"After a series of murders begin to happen at Gregory Hills School, a group of friends decide to investigate the bodies, thus starting a great search for the truth and the discovery of the real killer."
Grimmwood,"When people in their hometown begin dying on the anniversary of an accused witch's execution, a depressed journalist and his teenage sister set out to uncover the truth behind a local legend."
Guadalupe: Mother of Humanity,No mother has ever been as tender and powerful as the Virgin Mary who appeared to the Mexican Indian Juan Diego 500 years ago.
Guess Who,"A family visit turns deadly when a psychotic killer, hiding behind an unusual tradition, shows up with one target and only one target in mind."
Guess Who,N/A
Gunehegaar,"Story Takes Place in 2010.On 26 May 2010 at 12:36 pm,a murder happened somewhere in panache society.because of that Ajinkya (Avaneesh Kesare) Was arrested.Who is lying ? who is write ? Who commited the murder ?"
Gunfighter Paradise,"A hunter returns home to North Carolina with a mysterious green case. Following the death of his mother, he moves back into the family home where his mind begins to disintegrate. Stalked by voices and visions, guided by disquiet, hand written riddles and strange visitors further complicate an already splintering mind. A cable man, a mummified cat, zealous neighbors, and a killer swirl through this darkly comic southern gumbo."
Halloween: The Evil of Michael Myers,N/A
Hammitt,"An independent filmmaker, researching a film about Dashiell Hammett, comes to Baltimore in search of elusive mystery writer Charles David Hammitt, his consultant on the film, who has gone missing."
Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them."
Haunting Trophies,"A young man hiking deep in the woods finds a female corpse manipulated in a bizarre manner. Shocked by the discovery, the man realizes that he is not alone on the scene. The murderer starts hunting him in order to protect his identity."
Haze,A young man returns home after rehab and uncovers the secrets of his town's abandoned psychiatric center.
Haze,"After losing his wife to cancer, widowed husband Sam Townsend deals with hallucinations and gets help from his twin brother Derek."
Held Hostage in My House,A single mother becomes trapped inside her own vacation rental and must piece together clues from the various guests who have stayed there in order to figure out who assaulted her and hopefully survive.
Hellboy: The Crooked Man,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man."
Hello Neighbor,A family moves into a new home in Raven Brookes. Everything seems fine until the young boy overhears a disturbing noise coming from his neighbor's house.
Heresy,"In a medieval Dutch village, a young woman is caught between her faith, fanatic townsfolk and the dark forces lurking in the woods."
Hi8 Resurrectio Director's Cut,"Film student Steven Lindemann wants to make the most brutal movie of all time with his graduation film. When he receives an offer from the mysterious 666 Films, he falls into the clutches of two demons who force him to film gruesome acts."
Hidden Face,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens."
Hidden Memories,"In Los Angeles, a Brazilian biologist finds herself at the center of a controversial experiment when she awakens in a parallel reality in France."
History of Halloween,N/A
Homeboy,"Brief Synopsis: Homeboy is a story about two childhood friends in their 30's Daryl and Marv. They have been best friends since they were in Kindergarten. They have shared everything together from being skating partners as young boys to sharing high school lockers. Daryl and Marv even attend the same college, being college buds and roommates in their first ever apartment. Blood couldn't make them closer; but the two of them couldn't be more different. Daryl is a promiscuous, fun loving, man that tells his mother everything. While Marv is one woman at a time, quiet type, that is extremely private. The friends are bonded for life until their friendship is threatened. Daryl meets Abigail and falls in love with her. Abigail is a dance teacher that proves to be a perfect match for the sex crazy Daryl. All of this would be fine if Abigail and Marv got along. Marv is suspicious of Abigail and rudely questions her loyalty to his best friend and her man Daryl. Abigail is equally suspicious of Marv, as she continues to question his sanity. She makes it clear to Daryl that she does not want him around. This makes Daryl uneasy, as he feels caught in between his best friend and the love of his life. He wants them to get along so that his life can continue with ease. But it won't be easy. The two people he loves the most are proving to be at a war that doesn't exist. What will become of either relationship? Will Marv ruin Daryl's love life with Abigail or will Abigail kill the relationship between the friends?"
Hometown Mysteries: A Farmhouse Murder,A murder committed during Olympic horse jumping qualifications sends shockwaves through a tight-knit community and a journalist on a mission.
Hood Safari,"A local 8-year-old boy goes missing in Woodridge, Australia."
Horror in the High Desert 3: Firewatch,"As a wildfire bears down on the opposite side of the state, Oscar Mendoza, armed with a secret, takes advantage of the distraction and journeys to Northeastern Nevada in search of missing outdoorsman Gary Hinge's last known whereabouts."
House of Lies,"After Albert's murder on his birthday, Officer Rajeev investigates numerous suspects, uncovering lies and seeking the mastermind behind the seemingly perfect Pinto House."
Housekeeping,"Johan, a housekeeping staff tries to save his marriage by promising his wife that his irregular, unreliable job-hopping days are over. When he finds a bag of money in the hotel, he and other hotel staff Molly and Ah Foo try to get the money out, while escaping gangsters and the police. And in the midst of all this chaos, Johan is also trying to win his wife back."
Huggin Molly,"Benny goes on the search for his missing twin sister and ends up in Abbeville, a small town with dark secrets and a witch named Huggin Molly."
Hunters on a White Field,"The story is about three friends who spend a long weekend in a remote cabin, intending to hunt deep in the Swedish woods. However, one day all animals vanish without a trace and the forest turns eerily quiet."
Hunting Daze,"Nina, a tempestuous young woman joins a group of hunters in a remote cabin. A mysterious stranger's arrival disrupts her newfound place in their male micro-society."
Hunting Matthew Nichols,"Twenty-three years after her brother vanished, a filmmaker investigates his disappearance. Uncovering evidence, she suspects he may still be alive, fueling her quest to unravel the mystery."
Husna,"""In the shadowy world of journalism, Investigating Officer Shinde must navigate the tangled web of Sudhir's demise, where obsession leads to deadly consequences in 'Husna'."""
Hypno,The lines are blurred between illusion and reality as a struggling writer relies on hypnotherapy to resolve his problems. He soon finds himself on a psychological journey that lands himself caught between a mysterious love affair and unresolved issues from his past.
I Married as the Replacement Bride,"To protect your sister, you married the most feared mafia don in the world. He's a monster, known for killing all of his brides on their wedding nights."
I Saw the TV Glow,A teenager just trying to make it through life in the suburbs is introduced by a classmate to a mysterious late-night TV show.
"I'm Okay, We're Okay","On a road trip with her unfaithful boyfriend, Ellie discovers she has DID (once called multiple personality disorder) and that her fractured identities are offering them clues about her mysterious past."
Ictus: Paciente Cero,N/A
Idealnaya zhertva,"Polina studies at an art school, paints paintings to order, but has few clients. One day she paints a self-portrait, which is immediately bought by a young, mysterious, handsome man for a lot of money. He is charming, gentle, rich and ready to carry Polina in his arms; their relationship is developing rapidly. Without thinking twice, the girl agrees to get married, settling in his secluded house. And from that moment on, Polina's life turns into a nightmare - her husband strives to control his beloved's life in everything and is ready to keep her close at any cost."
Imaginary,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.
Imperfection,"Keith Borden, a timid and sheltered man who is haunted by a ghost of his past, begins to suspect things aren't what they seem when he is framed for the disappearance of his girlfriend."
In Our Blood,"Filmmaker Emily Wyland reunites with estranged mother for documentary. When mother disappears, Emily and cinematographer Danny pursue clues to her whereabouts amidst traces of her past addictions."
In Unison,"When humanity is nearly made extinct during freak meteor strikes, an elite society of thieves begin to make claims that the showers were intentional."
Infrastrata,"A study on the concept of super-organisms, and the relationship between structure and nature. Composed almost entirely from static frames, a prescient narrator guides us through its abstract perception of reality. We visit places long forgotten, decaying through time; but we still feel a presence ""behind the walls, and beneath the floor""."
Inheritance,"After the death of eccentric inventor Jan Peszek, a family gathers to inherit his fortune. Unexpectedly, he prepares a last game to test their reconciliation and teamwork."
Inquietus,"Hannah travels to Italy to film a video for a vlogger competition. However, strange occurrences begin during her first days there, leading her to confront inexplicable events and encounter a world she never knew existed."
Insane Like Me?,"Combat veteran returns home after duty, wrongly convicted for girlfriend's disappearance. After 9 years in asylum, he's released, seeking truth and vengeance regarding her fate."
Inti Number 13,An old man and a writer discover supernatural things happening in a villa. Can they find a solution to get rid of the situation?
Into the Box,"What did our parents leave behind for us in the boxes they got from their parents? An artist struggles with what he has gotten in the wake of his mother's death, and a girl forces him to look inside not only the box but himself."
Intuition,N/A
It is Only Sound that Remains,"For years, anyone who dares to play an instrument, sing a melody, or even listen to music is condemned to burn in the fire. Music has abandoned the world, taking with it the gift of language and expression. Silence reigns supreme, and humanity withers - bodies refuse nourishment, instincts grow quiet, and the only remaining yearning is the desperate desire to hear a single note again. In this darkened world, a girl watches helplessly as her parents and grandmother fade away, their lives slipping through her fingers. Unsure of how to bring music back to them, she sets out on a journey to rediscover its lost magic. Along the way, she encounters a mysterious orchestra conductor who reveals an extraordinary secret: the art of awakening music within others through the power of imagination. But the path is fraught with danger, and her resolve will be tested at every turn. This is a story of hope, defiance, and the unyielding human need for art, even in a world that seeks to silence it forever."
It's Not the Time,"Rumor has it that the biggest earthquake ever is going to happen in town in a few days, everyone is leaving except one guy."
It's What's Inside,"A group of friends gather for a pre-wedding party that descends into an existential nightmare when an estranged friend arrives with a mysterious game that awakens long-hidden secrets, desires and grudges."
Ithuvare,Vikraman Nair's family suffers from a sewage plant's pollution. His wife Ragini dies of lung disease. Vikraman seeks justice against the plant and its potential consequences.
Its Name Was Mormo,"A young family's life unravels into chaos as a sinister presence targets each member in its own malicious manner. Through the lens of police evidence, Mark, Diana, and Mia endure the torment of a demon deeply rooted in Greek mythology."
"Ivan Shade, Undead P.I.",N/A
Jin Qian Bao Lei,"While investigating a stock fraud case involving tens of billions of yuan, Zheng Yi, the captain of the Economic Investigation Team, discovered that Han Dongchuan used live broadcasting to induce investment and commit fraud."
Joy Hanu Man,"Joy Hanu Man is a story about a college boy, who, in order to find the murderer of a dear one, has to fight an evil political gangster nexus in the disguise of 'Hanuman', the famous Monkey God."
Juror #2,"While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer."
Kadhai,"After seven years of futile attempts, an aspiring filmmaker is about to give up on his dream of making an independent feature film. A magical voice inspires him to try again, which leads to the creation of this film."
Kaljiga,"In a small coastal town, where the lives of the residents revolve around the sea, the livelihood of a poor man's family is entirely dependent on fishing. However, their peaceful existence is shattered when a dark shadow of evil, driven by greed and malice, threatens the life of his family.Who shall rise to vanquish the forces of inequity and safeguard the unwavering flame of faith?"
Kalponik,"Ayan and Srijita's life turn upside down when Srijita starts to get visions of people dying in the vicinity and they come true. Ayan is in a dilemma and visits psychiatrist, Dr. Shreya to seek help."
Kamilota,"Servant Márty Dukan and Kamilota's groundskeeper. In this small town, which is surrounded by a rich valley and pasture, life is peaceful, until a twist occurs, ... the murder of the owner of the witch lands, with whom Márty had a strange affair. An event to destroy friends and families. The only one Márty can count on to help catch the killer is Pastor Koci, who knows all the town's confessional secrets. Dukan is accused of the murder but he is denying and decides to take the matter into his own hands. Chief Trevor Cápa is in charge of the case and has no real evidence and is looking for it. This is where Beliza appears in the town. A beautiful woman, the only one who trusts her heart and believes in Márty's innocence."
Karina,"In 2014, a 4-year-old girl named Karina disappeared in a remote village in Yakutia. She and her dog wandered for 12 days in harsh conditions without food or water. Despite extensive search efforts, hope began to fade. But miracle happened."
Karma,"Stranded in a remote graveyard, special investigation officer Amar Patnaik uncovers chilling secrets, only to realise he's caught in a gripping tale of Karma and Fate"
Karma's a Bitch,"It follows Charley Stevens as she moves to the town where her recently deceased mother grew up. After arriving, Charley is plagued with strange nightmares that tease a horrific event, hinting at why her mother left town."
Katabasis,"Recovering from a repressed childhood abuse, Nora has developed an indecipherable personality. As if she wanted to relive that ancient injustice, Nora has a secret relationship with Aron, a young orphan who has become a star. Only the people who frequent the prison-house where they live know about the love story between Nora and Aron: a majestic villa, the scene of secrets, lies, deceptions and disturbing presences. Weighing down on the fate of each is an entity evoked by Nora during a nightmare she had as a child and to which she asked to enter that kingdom without salvation."
Kaya,"A murder in a coastal town draws a relentless cop into a dangerous web of corruption, smuggling, and buried truths that threaten to destroy him."""
Keeper of the Reel,"When a film transfer technician scans a vintage reel of Super 8, he unravels a supernatural mystery that transforms his life forever."
Khoroshie devochki,"Mariya's daughter, seven-year-old Sonya, disappears. The heroine experiences severe stress, finding support in the face of her relatives. But over time, Mariya begins to think that her family members are not at all eager to find the girl. Her husband even leaves on a business trip, inviting his ex-wife to the house - so that she can look after Mariya. Left alone with her grief, the heroine begins to suspect that the child disappeared due to the fault of her relatives."
Killer Body Count,"Mistaken as a sex addict by her dad, Cami is sent off to a remote religious treatment center where the other kids are being hunted by a killer."
Killer Heat,"Follows twin brothers who find themselves in a dangerous love triangle on an isolated Greek island. The investigation is given to ""The Jealousy Man,"" a wounded detective."
Killer Influence,"In the midst of summer, Alex, an influencer, invites a few friends to her isolated country house. One evening, after streaming video, they are visited by a persistent stalker - The begining of a dreadful night they'll never forget."
Killerwood,"Titos, a young director, is preparing his new film - a thriller investigating a series of unsolved murders in modern-day Athens. Could these killings be the work of a serial killer? Is it only fiction?"
King Saud,King Saud is a Hollywood murder mystery about high end prostitution and the roots of Middle East terrorism. Two LA detectives investigate the murder of a Saudi prince under suspicious circumstances.
Kinoplenka N8,"Russia, early 90s. Mariya, the owner of a small video rental store in an abandoned cinema, has her son disappear under strange circumstances. To understand what happened and find her son, Mariya has to cross the path of crime boss Egor Bocharov, make friends with fugitive criminal Dmitriy Shilin, reveal the secret of the ghost living in the cinema and find out how he is connected with the mysterious film number 8."
Kishkindha Kaandam,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances."
Kizumonogatari: Koyomi Vamp,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters."
Kondal,"Trouble in his village forces Manuel to begin working on a fishing boat. But when tragedy divides the crew, violence erupts on the high seas."
Korsakoff,"According to Diyana, Korsakoff follows the journey of a woman who suffers from Korsakoff syndrome, a memory disorder that results from Vitamin B1 deficiency."
Kryptic,"A woman searches for a missing monster hunter, realizing she has an inextricable bond with the creature being pursued."
Kuramerukagari,"Kagari is a girl who runs a mapmaking business focused on recording an ever-changing, labyrinth-like town. Watch to see how her daily life unfolds."
Kurukku,A police officer who has to investigate and unravel the case of a double murder that shook the city.
L'Aigle Du Vieux-Moulin,"Le jeune Liam se remémore les souvenirs d'une vie antérieure. Alors que ses parents s'inquiètent pour lui, une étrange famille fait irruption dans leur quotidien, convaincus d'avoir affaire à la réincarnation d'un proche..."
L.I.F.E.,"L.I.F.E. follows the story of Emamode Oghenefergor who believes she is meant to be a dancer, a childhood dream she has always nursed, despite having a thriving career in advertising, she fuels the thought of becoming a dancer, Yinka Salami on the other hand is a very passionate dancer who is down on her luck. She believes she chose the wrong career path as she can barely get by in life. Both individuals desire each other's lives and, in an unexpected turn of events they have their wishes granted by a mysterious personality. They get to live each other's lives for 24 hours on the most important day of their careers . Will they want their lives back or will they want to maintain this new L.I.F.E."
LOST: Avalon Station,A group of unconnected people from various walks of life find themselves unexpectedly transported to a mysterious island.
La función,A man enters an apartment where a woman who seems to know him is waiting for him. The boundaries between fiction and reality disappear between his own life and the desire to live another.
La volpe e l'uva,N/A
Lacerta,"A reporter investigates a group of missing teenagers, in connection with possible paranormal activity at their local high school."
LasseMajas detektivbyrå - Maskoten som försvann,N/A
Last Party,"During a graduation party, four teenagers are confronted with their angst. They find themselves locked up, they wonder if it might be their last night."
Last Stop: Rocafort St.,"A mystery that has shaken the Rocafort Metro station in Barcelona for years enters fully into Laura's life when she starts working at this old, quiet stop and discovers that many people have died there under strange circumstances."
Le discours des songes,"In New France, in the year of our Lord 1642. Anguerant de Ganélon, witch hunter and monster killer, leaves Europe accompanied by his valet and a priest in order to pursue the vampire who killed his wife."
Lealtad o Morir,"""Loyalty"" is an electrifying thriller that immerses the viewer in a world of betrayal, power and dark secrets. Lázaro and Herminio, two men with extraordinary abilities, are recruited by Don Evaristo, a feared boss of organized crime, to carry out a series of lethal missions. Their objective: to eliminate those who stand in the way of the plans of their boss, a man whose power seems unbreakable. What Lázaro and Herminio do not know is that they are being closely watched, constantly evaluated in a deadly game where loyalty is measured in blood and every decision may be the last. As they advance in their mission, they are caught in a spiral of intrigue and mistrust, where the line between friends and enemies is blurred and the secrets they keep become more dangerous than the weapons they carry. With unexpected twists and constant tension, ""La Lealtad"" explores the complex nature of fidelity in an environment where power is everything. In a world where nothing is what it seems, each character must face the harsh reality that sometimes the only thing you can trust is yourself... and the secrets you've decided to keep."
Learn to Love Death,Rideshare driver William Gunthrey is thrust into a citywide conspiracy after one fateful night involving crime and paranoia.
Leatherbound,"During an eerie Halloween season, a lonely teenage boy falls in love with a sentient leatherbound journal, who has nefarious intentions."
Levizia,John is wounded during a battle in WW1 and wakes up weeks later in the care of an attractive woman who leads a hermit's existence and nurses him back to health. She confronts him with the fact that his life was completely different before.
Like Aani Subscribe,"Revolves around a young vlogger, who is also an aspiring actress. Her life turns dramatically when she gets involved in a murder mystery."
Lipstick on the Glass,"Trashy, chic reality: Woman enticed by an enigmatic and seductive individual dumps her gangster husband and daughter for a feminist sect's dark embrace. Sizzling, campy, and naughty."
Live or Dead: The García File,"Amidst the uncertainty caused by the alleged suicide of former president Alan García, journalist Carmen Ríos initiates an intense search aiming to unravel the mystery surrounding the case."
Long Gone Heroes,"A special forces soldier who has given up country, religion, and even hope, must return to the field of battle to track down his niece, a reporter, caught in the middle of an illegal private contracting operation that went dead wrong."
Longlegs,"In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree."
Los Alamos,N/A
Los visitados,N/A
Lost Chapters,"After years spent abroad, Ena returns to Caracas, where she finds her grandmother losing her memory and her father searching for rare Venezuelan books."
Lotus,"Alice von Trotta returns to her late father's manor in Latvia in 1919, intending to sell it. She encounters hostile laborers and gets lured into a trap by lawyer and the underground group, who plan to exploit her talents for manipulation."
Love Lies Bleeding,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou's criminal family."
Luk Thep Tom 3,"As a fake monk, collecting donations off the street of Thailand; he encounters a tarot fortune teller. Blessing him prosperity in his Muaythai quest as a champion; but bad luck looms if he don't find a special amulet for his luk thep."
Lunacy,"Six strangers receive an alluring invitation to an island retreat but find themselves trapped by a mysterious force. Improvised in Australia's Daintree Rainforest, Lunacy explores our lost connection to the environment and our true self."
Luo Hua Dong Xin Niang,N/A
Mad Dreams,"Plagued by buried memories of a woman and child, a reclusive hermit faces his fears when the young woman shows up on his doorstep alone one night."
Maid to Kill,"Detective Decade Lieutenant and his partner, Officer Hughie Crusade IV, race against the clock to unravel the mysterious and unorthodox antics of 'The Maid-to-Kill', a methodical serial killer with a strange obsession with - cleaning."
Malam Keramat,A young pregnant mother's struggle to defend her baby from the forces of evil spirits and terrible terror.
Mannequin,"On their way to a shady but well-paid photo shoot, a group of models run into car troubles, and they make it through the woods on foot - until they arrive at a farm, cultivating the oddest sort of crops - mannequins."
Math,N/A
Melodies of a Sugar-Coated Blade,"When his cousin is murdered by a masked breakfast-cereal-themed killer, Trenton teams up with his true-crime podcaster friend Oswald to try and learn the killer's identity. As they unravel case, they find themselves tangled up in in a much bigger mess than they anticipated."
Memes & Nightmares,"NBA Twitter king's quest unravels the fleeting nature of online content and human bonds in the digital era, shaping our ephemeral connections."
