Title,Storyline
Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe."
Fredrick the Alien: Remastered,"Get ready for the ultimate sci-fi spoof, now remastered. ""Fredrick The Alien: The Complete Remastered Edition"" combines all five original short films into one epic adventure. Originally created by Amplified TV, these films have been updated with better special effects, never-before-seen scenes, and plenty of laughs. Join Fredrick the Alien as he tries to return to his home planet Kuraga, with the ""help"" of Branson and Elliottt Hoffinator-though everything that can go wrong, does. It's a hilarious tribute to cheesy sci-fi, mixing Creature From the Black Lagoon, The Wolfman, and the powers of pro wrestling legend Sting."
French Girl,"Follows Gordon Kinski, a high school teacher from Brooklyn, who goes with his girlfriend and chef Sophie Tremblay to her hometown of Quebec City where she is testing for the Michelin 3-star restaurant of super-chef Ruby Collins."
Frendo,"Four buddies who are proudly and voluntarily jobless embark on an exhilarating voyage. They will wait for the wind to come and blow the fly off if it is sitting on their mouth. These four are having a good life together, but Kana has to make a decision since he falls in love with Radhika right away and wants to marry her. things they are unable to do."
Frenemies,Two best friends from Hampshire lock horns as they try to make it in the acting industry.
Fresh Off Markham,"In Markham, a Chinese immigrant and a small-time crook's attempt to rob a Japanese restaurant goes terribly wrong. Unsuspectingly taking up the two gangsters and an influencer in a carpool, a driver is entangled in a sinister predicament."
Friendship,A suburban dad falls hard for his charismatic new neighbor.
Frka,"After messing up a job for the local drug dealer, Nika is presented with an ultimatum that takes her and her friends on a no-holds-barred race against time in a night that will test all of their limits."
Froggie,"Brothers Fiachra and Tadgh peaked at the age of 7 when they appeared on the TV singing with their homemade puppet, ""Froggie"". 25 years later, they are still singing the same ol' song - until one day, Froggie is stolen."
"From Christmas, with Love",N/A
From Hong Kong with Love,"Darkhan, the spoiled son of an official, lives in Hong Kong. He is used to the fact that he is allowed to do whatever he wants and wastes his father's money on fashionable parties. One day, after another party, he falls unconscious and is accidentally saved by Ayala, a student from Kazakhstan, who is passing by. Darkhan's father finds out about the incident and demands that his son return to Kazakhstan. Not knowing how to beg his father's forgiveness, Darkhan deceives him, inventing a quick marriage. The satisfied parents are waiting to meet their daughter-in-law, and Darkhan plans to find Ayala and pay her to play along. But the girl returns to her homeland. Darkhan is faced with a choice - to find the girl and persuade her, or to disgrace himself in front of his father."
Front Row,Two feuding matriarchs engage in chaos and dysfunction during a family beach vacation in prolific Algerian director Merzak Allouache's chaotic family dramedy.
Frosh'd and Found,"During the night of the Yale First Year Formal, four suite mates realize that their senior idols aren't as cool as they thought."
Fruitcake,"In modern-day Metro Manila, a diverse group of Filipinos faces life's lows as their destinies collide on a fateful train ride, unfolding a heartwarming and comedic tapestry of interconnected stories."
Full Custody,"In ""Full Custody,"" stand-up comedian Rodney Carter is gearing up for his highly anticipated comedy tour when life takes a wild turn. Just as he's about to hit the road, a woman unexpectedly shows up at his doorstep, claiming he's the father of her unruly son. With a DNA test confirming the shocking news, Rodney is thrown into a whirlwind of chaos, forced to confront his newfound responsibilities and the possibility of jail time if he doesn't step up. Deciding to embrace this unexpected chapter, Rodney reluctantly brings his son along on tour. Which results in a hilarious blend of stand-up comedy as he navigates the challenges of fatherhood and parenting on the road. From wild mishaps to laugh-out-loud moments, Rodney discovers that the real punchlines come from the unpredictable nature of family life. ""Full Custody"" is a heartwarming and comedic journey that explores the chaos of parenting while finding joy in the most unexpected situations."
Funny Birds,"Thrown together under tragic circumstances, three generations of women from the same family are forced to learn to live together on a small rural chicken farm in New Jersey, which generates moving and amusing situations."
Future Date,"In the distant future where the outside climate is unlivable and everyone is forced to spend their lives alone in tiny rooms, two people win the rare opportunity to go on a very unusual date - in person."
Fuuto PI: Portrait of Kamen Rider Skull,"When the monster Dopants, who use the power of the Gaia Memory, begin to operate in the windy city of Fuuto, the young Shotaro becomes an assistant to the detective Narumi Soukichi and spends his days chasing after him. Shotaro, who knows nothing about Soukichi, who secretly works as Kamen Rider Skull in addition to his detective work, becomes increasingly frustrated. One day, a new request comes into the Narumi Detective Agency, leading Shotaro and his team to a fateful night."
Férias Trocadas,N/A
Fêlés,The Rainbow is a genuine associative place in Marmande that welcomes ordinary people but abused by life. Its members support each other in their struggle against daily difficulties.
G for Gap,"Wudi returns to hometown after career/love setbacks, disrupting family life. Forced cohabitation, he explores new paths. Meeting old classmate Feng Liuliu unexpectedly alters his trajectory amid rejections."
G! LU,"Six friends. One last epic summer adventure. Join a group of friends, who go on a vacation in La Union and encounter new experiences as they hang out with girls and party."
GOREphers: Final Gnaw,The GOREphers return for one final GNAW.
Gabriel Rutledge: Nectarine,"Gabriel Rutledge performs a comedy special in Spokane Washington, filmed at Spokane Comedy Club."
Gaganachari,"A dystopian comedy that takes place in the 2040's, where an apartment inhabited by three problematic bachelors soon becomes a haven for an extra-terrestrial female fugitive."
Gally Gang Stars,Gandhi an orphan leads his life doing all wrong things accompanied by his childhood friend Quarter. Gold Reddy a well known rowdy of that village causes more trouble to both Gandhi. Gandhi avenge Gold Reddy.
Gam Gam Ganesha,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos."
Game Changers,"After 10 days without gold, France's hopes rest on a young shooting champion. He's forced to share rooms with a swimmer more interested in Olympic village fun than his race"
Game On,"When a hyper dimensional crack arises between our reality and the game world, the best gaming players in the Netherlands must enter the game world to save their country."
Gandriz Vecpuisis,"Cheerful, yet obedient Marek's is preparing to celebrate his bachelor party, which is not very pleasing to his dominating fiancee Ilze - in her opinion, everything must be perfect and tasteful."
Gangs of Sukumara Kurup,"Five struggling coffee shop owners in Trivandrum cross paths with unsavory characters, leading to a thrilling journey of navigating trouble and finding redemption."
Gap Lai Chi Bau,N/A
Garlic Parmesan,Gary is obsessed with a certain flavour of chicken wings. When his favorite restaurant closes and he can't get them anymore his life descends into madness so he goes crazy on a quest searching for Garlic Parmesan chicken wings. Through his journey discovers the difference between being full and being fullfilled. It's a dark meat comedy.
Garrett Gunderson: The American Ream,"Garrett Gunderson's ""The American Ream"" comedy special breaks down money myths in a unique stand-up show where he covers topics from Wall Street to retirement, and crypto-currency."
Garri Merchant,"Uwa, successful and of marriageable age, falls in love with Ifueko, but his sister's idea of a good wife for him will come at a huge cost."
Gato por Liebre,"Stand Up Comedy Special - San José, Costa Rica."
Gazoua doit mourir,"After accidentally starting a rumor that his brother has died, a hapless man doesn't want to give back the funeral contributions that he's received and ends up planning a wake for someone who is still very much alive."
Gde nashi dengi?,"Local criminals break into a bank vault, stealing what they thought was everything. When a larger sum goes missing, they hunt for hidden millions in their small town."
Gecenin Nakarati,"Bora, a street musician who just broke up with his girlfriend, and Ilgaz, who is about to divorce her husband, cross paths on a romantic Istanbul night. They are drawn into a night-long adventure full of funny and romantic surprises."
Geethanjali Malli Vachindi,A group filming a horror movie in a house encounters three malevolent ghosts. A sequel to the 2014 film Geethanjali.
Geister,"When David (36) hears the news that his friend Andreas (40) took his life, the days of their once close friendship have long been a thing of the past. They hardly knew each other anymore. And yet, David can't shake off the feeling of guilt over the suicide of his once best friend. David travels back home to the tiny small town near the German-Polish border where they both grew up, but what was originally planned to be a short visit to attend the funeral service, turns into a journey into a fractured past. When the deceased Andreas suddenly appears as a ghost that only he can see, David initially attempts to shake off the apparition, but the ghost turns out to be as persistent as the question why Andreas took his own life, and even more so, what keeps him still in this world and whether David had a role in this."
Gelin Takimi,"A group of female friends take a holiday bachelorette trip, where they let their hair down, flirting with strangers, and indulge in a party lifestyle."
Gen Z Wife,N/A
General Hospitality,N/A
Genis Aile 4: Cevahir & Ulvi,"Ulvi and Cevahir, after a period of separation, reunite due to Ulvi's involvement in a murder case. Cevahir investigates to discovers who has been killing the people in village and framing Ulvi, who is bad at butchering."
Genjitsu no Yohane -Sunshine in the Mirror- Movie,N/A
Gepack,"Four companions embark on a journey to the seaside, but their trip takes an unexpected turn as they discover a stowaway. This sets off a cascade of events, challenging them with dilemmas that will test the foundation of their friendship."
Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.
Get Over Yourself,"A brilliant tech entrepreneur, on the verge of making his fortune, returns home for the first time in years and faces his painful past."
Getaway,"Drey meets a rich broken woman named Sha'rell who transforms him into a player named Slick, but after their breakup he loses it all. Now Slick joins the local drug scene only to be exposed to the dangers he was never ready for."
Gg. Damai IV,"The feud between two groups in the village, are trying to return to normal life."
Ghif,Romantic adventures between several humans and non-humans that are constantly in danger. Qif is an abbreviation of Reza Attaran's name; A person who came to earth from a planet called Hyrcani and is about to turn into a cat.
Gholhak,Qholhak is a view of the lives of three Iranian couples in a residential complex in the north of Tehran (Qholhak) along with a neighbor's young daughter who has returned from abroad and a janitor of the complex who gets involved in an interesting and strange adventure.
Ghost Ahead,"Ghost Ahead is a comedy-horror film about a suicide triggering panic in a neglected hotel. The owner's failed attempt to expel the ghost leads to uncovering its true identity with the help of an Indian shaman, exposing a sinister plot."
Ghost Camera,"Through the entanglement of home videos, archival footage, and Cinéma vérité, ""Ghost Camera"" captures 116 years of Toronto history to tell the tale of a documentarian's descent into artistic madness."
Ghost of Spring,"The ritual ceremony takes place once in 12 years, is imminent, but forging masters die mysteriously. A genius detective teams up with a female assistant to explore a long-standing case of the oppression of women."
Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age."
Ghosted,An African American playboy and his wing man are abducted after a blind date gone wrong.
Ghostlight,"When a construction worker unexpectedly joins a local theater's production of Romeo and Juliet, the drama onstage starts to mirror his own life."
Ghostlight,"Struggling through the loneliness of lockdown, a group of theatre artists seek ways to find community and experience their craft via that most isolating of locations--the internet."
Giant Swings,"Scott, an aspiring actor, has a strange dream which he tells to his flatmate Jess, an aspiring writer. She thinks it would make a good idea for a film. Scott disagrees."
Gider Ayak,N/A
Gidersen Gitme,"Mehmet, who left his village to become a doctor, returns to his village years later, but his mind is still on the city. They make a plan to return to the city with their childhood friend Sefer. Gülbahar, who is aware of the plans, reverses the actions of Mehmet and Sefer because she is secretly in love with Mehmet."
Gintama on Theater 2D: Kintama-hen,N/A
Gintama the Movie 2D: Courtesan of the Nation Arc,N/A
Girl Haunts Boy,"Follows Bea, a teenager ghost who forms a special friendship with Cole, the new guy in town, whose house she has been inhabiting for over 100 years."
Girl Meets Boy,"Lucy and George ended a long relationship. Now, she's dating a coworker and he's dating an old school sweetheart. Will they have a happy ending?"
Girl Online,"A popular female vlogger realizes too late that sharing her life online has, along with some perks, terrible downsides as well. In her constant search for validation, the answer she seeks may just be by simply facing the real world head-on. To add to her rather uneventful life as a social media manager for a company that sells beauty products made in Korea, FATIMA REGALA compensates by being a somewhat famous vlogger."
Girl Talk,N/A
Give Me Babies,Give Me Babies follows an Indian-Chinese MMA fighter as she tries to escape mounting pressure from her family to start a family.
Give Me a Ride,"Yu Liangsheng searches for his kidnapped sister in Sichuan, meets Gu Xiaoman. Factions stage comedic farces with hidden agendas. Identities mistaken during dangerous rescue mission with uncertain resolution amidst conspiracy."
Glassmates,"Two drinking buddies join detox but make their physician an alcoholic too, sparking mayhem locally."
Glistening in the Snow,"When Anaja finds out that her co -owner of Club Glistens, Donovan, is coming during the holiday, she expects him to help keep the doors open. When he arrives with his not so lovable fiance' , Addie, he reveals his intentions during a snowstorm, and the holiday is turned upside down."
Go Free,"Story of a grand theft that addresses the social issue of embezzlement and money laundering. Hooman, the manager of the Debesh Tea Company, switches places with Kamran when financial corruption is exposed."
Goalstar - The Movie,N/A
God Dam,"When a city dedicates a park to God, they immediately start to destroy it. God comes down to see vengeance one person at a time. Jesus must return to Earth to stop him."
Godly Escort,N/A
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
Golmaal Jr: Humshakals Ka Golmaal,"Gopal and Madhav find themselves stranded in the forest while participating in a school competition. Meanwhile, their impersonators devise a sinister scheme in their absence. What will Gopal and Madhav do now?"
Gone Running,"Mother and daughters take on marathon relay after husband/father's death to honor his wish. Unprepared physically and mentally, their attempt creates ripples affecting relatives and friends, compounding challenge."
Gone with the Dead,The west coast is plunged into chaos when a mysterious virus turns people into flesh-eating zombies. Two different groups of survivors must band together and fight to stay alive or be Gone...with the Dead.
Gone: The Movie,"Apathetic and numb to the joys of life, Tom realizes he is fully gone. A blend of serenity and chaos, Gone represents the existential crisis experienced when a person disconnects from reality. The surreal and mysterious fantasies are inspired by a true story of isolation."
Good Bad Things,"An entrepreneur with a physical disability reluctantly tries a dating app, leading him on a profound journey of love and self-discovery."
Good Father,N/A
Good Guys Go to Heaven,"Dan dies in a car accident. He arrives in Paradise and finds out that he is not alone in this place: Laura, the girl he was in love with in high school, is also here. Will the two finally manage to be together?"
Good Luck,"Angoori, a 75-year-old woman, finds herself in a situation that leaves her family uncertain if she's pregnant, throwing them into a whirlwind of comedic chaos."
Goodbye 2023,A Gallery Dump Film made so that Ümit can remember what is it that he still has.
Goodbye Hamdi,"When a rookie journalist is thrown into the deep end with the job of covering the death of a high-profile figure, she finds herself in a quirky predicament. Her mission? To crash at the home of the deceased's youngest daughter, who's supposed to spill all the juicy details. But what starts as a straightforward assignment quickly spirals into a hilarious escapade filled with unexpected guests-some she'd rather avoid and others she's been eagerly anticipating. In just a few wild hours, this comical rollercoaster ride transforms her outlook on life in the most unexpected ways."
"Goodbye, Hello","Nate Ryan returns home to Bundy Canyon to visit his dying father. With the help of Amal, a compulsively unfiltered hospice nurse, Nate opens old wounds in an attempt to make peace with his incredibly unpeaceful father."
Goodrich,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had."
"Goons, Guns and the Gumshoe","An old-fashioned private detective is hired to find a missing woman, and comes across a wild, strange collection of characters."
Goreyan Naal Lagdi Zameen Jatt Di,"A farming family faces losing their land as the younger generation turns away. Forced to step in, they rediscover the importance of the farm and their heritage, saving it-and themselves-in the process."
Govorit Zemlya!,"Stas is a miner, not the most hardworking, but very charming. By chance, he ends up buried in a mine along with eco-activist Lena. Then he begins to hear a voice. Voice of the Earth. In her speeches, she speaks for the environment, and threatens that she will drown everyone if they don't listen to her. The problem is that only Stas hears her. And now he will have to very quickly convince the whole world that a) he is not a schizophrenic and b) he urgently needs to stop polluting the Earth, otherwise it will wash everyone away from its face."
Goyo,"A young autistic museum guide lives by a strict routine until he falls in love with his coworker and must confront a whirlwind of new, intense emotions."
Graceful Graça,N/A
Gracie and Pedro: Pets to the Rescue,A pampered show dog and a street-smart alley cat embark on a thrilling journey to find their family after being separated during a cross-country move.
Grand Finale,"Chamber orchestra near bankruptcy hires famous cellist whose true self contrasts public persona. Cellist negatively impacts band, exacerbating financial troubles. Crisis occurs right before major performance with star cellist."
Grandpas Go Bonkers,N/A
Granny Must Die,N/A
Graveyard Shark,"Renowned cryptid hunter Abby investigates the terrifying urban legend of the Graveyard Shark, a humanoid creature stalking its prey in Willsboro Point's graveyard. Teaming up with survivors, she uncovers the creature's dark origins."
Great Nobody,"Ma Li and Hou Ji work at a new energy company under the Dragon Group. When president Long Baichuan tries to claim the ""Super Battery"" project, Ma Li, their team, Long, and Mr. Jin engage in a battle over the groundbreaking invention."
Great and Mighty,N/A
Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.
Gregório & as Patricinhas,"After a series of murders begin to happen at Gregory Hills School, a group of friends decide to investigate the bodies, thus starting a great search for the truth and the discovery of the real killer."
Greice,"Greice, a 21 year old Brazilian girl, studies at Fine Arts university in Lisbon. In the early days of summer, she gets involved with the mysterious guy: Afonso. The couple is accused for a strange accident that occurs at the students welcoming night party. Greice needs to return to Fortaleza, her hometown, to renew his residence permit. Hidden in a hotel, while preventing her mother from discovering the problems in which she was involved and with the help of some friends, Greice tries to find a place of comfort in the world."
Griffin in Summer,"Fourteen-year-old Griffin Nafly is the most ambitious playwright of his generation. But once he meets handsome twenty-five-year-old handyman Brad, his life (and play) will never be the same."
GrimTrax,"For the first time ever, we've assembled five shorts about death, loneliness, and dismemberment into one big, old-fashioned yukfest. On their own, they would have been too depressing to put out into the world. But together, they form into a Voltron of hilarity, if Voltron was eventually going to die facedown in the snow, sad and alone. Includes: Reflections: To a Very Old Woman (1974), The Stranger (1965), Will You Be Here Tomorrow? (1998), Cipher in the Snow (1974) and The Old Woman (1973)."
Grimmwood,"When people in their hometown begin dying on the anniversary of an accused witch's execution, a depressed journalist and his teenage sister set out to uncover the truth behind a local legend."
Grotesque 2,"Mildred Moyer is at it again, unleashing her unique brand of vengeance on a corrupt religious organization that took advantage of her and others."
Group Therapy,"A witty exploration of mental health challenges through relatable conversations, striking a balance between depth and levity."
Grrr...,"A heartbroken and tipsy Rejimon invades a lion's den at the zoo. Forced to act, guard Haridas dives in to rescue him, triggering a hilarious series of blunders."
Grüsse vom Mars,"A young Autistic boy and his two siblings have to stay for 4 weeks with their grandparents while their mother is away. Because of his unique abilities and interest in space missions, he considers his grandparents land an isolated planet."
Guardian,A guardian ghost saving a girl from all the dangers surrounding her.
"Gulay lang, manong","A struggling farmer joins forces with a local policeman to rescue his grandson and take down a marijuana cartel, triggering a deeply personal journey that tests their beliefs and integrity."
Gull Lake Vice II: The Delusion Continues,"In this second and unneeded installment, the Delusion is so Strong that Brandon and Elliot Find themselves in a Real Narrative Film as Two Washed-up Vice Cops Resurrected from Retirement and Assigned to take down a Dangerous group of Criminals Dealing Drugs, Distributing Guns and Trafficking Women around the Gull Lake area."
Gunfighter Paradise,"A hunter returns home to North Carolina with a mysterious green case. Following the death of his mother, he moves back into the family home where his mind begins to disintegrate. Stalked by voices and visions, guided by disquiet, hand written riddles and strange visitors further complicate an already splintering mind. A cable man, a mummified cat, zealous neighbors, and a killer swirl through this darkly comic southern gumbo."
Guru Chela,N/A
Guruvayoor Ambalanadayil,"A young man never wanted to marry because his girlfriend married someone else. Five years later, he was all set to get married. But a discovery about his bride's extended family forces him to reconsider? Will he marry her?"
Guy Friends,"When Jaime, a self-described ""guy's girl,"" and her boyfriend break up, all of her guy friends simultaneously profess their secret, undying love for her."
Guy Manley: Super Spy,"Ex-spy Guy Manley is assigned one last mission by his former boss Buck Cash. The mission is to kill Buck's brother Rich Cash to prevent him from being elected as the new mayor, and thereby becoming the most powerful person in the world."
Gyakorlat teszi a mestert,"The story of two men in two different timelines with the same goal of defeating Louis, a professional table tennis player."
Gyani Goni,"Goni, a village auto mechanic, is known far and wide for his wisdom and logical thinking. But suddenly, he decides to teach his wife a harsh lesson about life's realities using a rather unconventional method. What exactly did Goni do?"
Güle-Güle,N/A
Habitual Angst,"Ryder, pursuing his passion in Los Angeles, tries to maintain control over the turbulent emotions of being a young struggling artist. He falls in love with Amber, another musician. But nothing lasts forever unless you fight for it."
Hadda and Krimo,"HAdda and Krimo are siblings struggling for a better life in a ruthless city and a harsh neighborhood. Krimo works during the day as a fish seller, collecting leftovers from fishing boats at the port, and at night, he is a waiter at weddings and events. Hadda has speech disorders, making it difficult for her to communicate with others."
Hahacar,Hahacar is a situational suspense comedy film that takes you on a ride filled with chaos and drama packed into one night's story.
Haikyu!! The Dumpster Battle,"Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round."
Half Baked: Totally High,Three potheads sell a strain of magical weed to raise funds for their friend's funeral.
Hamari Ramleela,"""Hamari Ramleela"" captures the heartwarming journey of diverse individuals who come together to stage an annual Ramleela performance, celebrating community spirit and overcoming challenges during the vibrant festivities of Navratri."
Handsome Guys,"Self-proclaimed tough guys 'Jae-pil' and 'Sang-gu' move into their dream European-style house. When unwanted visitors arrive, awakening an evil spirit hitherto sealed in the basement, a dark aura begins to envelop the house."
Hannah Berner: We Ride at Dawn,"From marrying a zaddy to unrealistic sex scenes in movies, Hannah Berner unpacks romance, dating and more in this raunchy stand-up special."
Hannah Gadsby's Gender Agenda,"Netflix stand-up comedy special filmed live in London, hosted by Hannah Gadsby, and featuring various queer and trans comedians performing short sets."
Hansel & Gretel Go Walk-About,N/A
Hantu Telur Kampung,"Jai works as a wholesaler of chicken eggs and has met a beautiful lady named Puteri. She asks him to deliver eggs to her house every Thursday. When some village chaps who had peeped into her house and saw that she consumes the eggs to maintain her beauty, they tried to warn Jai that she is not human, but he refuses to believe them."
Hao Yun Lai,"Good Luck Company, a place helps you realize all your dreams. Yao Ke and Jia Ling take the lead in building a professional team. No matter how outrageous your daydream is, they can turn ""absurdity"" into magic and make it come true."
Happiness Is,"Turning forty was meant to be a low-key event for Princess, but when her best friend throws her an unforgettable party, her entire world is shaken up."
Happy Birthday to Me,"The birthday plan goes haywire when Puneeth, the birthday boy finds his friend fallen dead in the apartment floor. The situation worsens, when unexpected people arrive to his apartment leading to chaos."
Happy Dragons,"A retired secret agent happens across the mahjong collection of his late comrade-in-arms. He invites his three childhood friends to play, but when they start the game, they are sent on a real-life quest to find the ""Golden Relic"". The quest turns back time, making everyone young again. Determined to right some wrongs from the past during this journey, they deepen their friendship and learn new things along the way."
Happy Ending,N/A
Happy Hour,N/A
Hard Truths,Ongoing exploration of the contemporary world with a tragicomic study of human strengths and weaknesses.
Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life."
Harry Potter and the Stone,"Harry Potter, an eleven-year-old orphan, discovers that he is a wizard and is invited to study at Hogwarts. Even as he escapes a dreary life and enters a world of magic, he finds trouble awaiting him."
Harry Potterkin a Kamen bolseviku,N/A
Harta Tahta Boru Ni Raja,"Jerry, insecure about his Batak heritage, pursues a thesis on his ancestor, General DI Panjaitan, taking him and friends to Balige. There, he meets Ita, who assists his research and sparks a love triangle with the local man, Bang Jemun."
Haunt Season,"A masked maniac targets cast members at a suburban Halloween haunt attraction, turning their staged injuries into gruesome real-life horrors. As the terror escalates, the lines between performance and reality blur."
Have A Word: Bonged Up Abroad 2,"The Have A Word lads return to Amsterdam and take in the culture, one illegal substance at a time."
Have A Word: Carl Day,"The Have A Word lads embark on a day to celebrate Carl through the traditional methods of choking each other, salsa dancing and getting bladdered."
Have A Word: Dan Day,"A day dedicated to Dan. May contain pork pie hats, Guinness and sex stuff."
Have A Word: The Art Special,N/A
Have A Word: The Farm Special,"The Have A Word lads head to the fields to muck out at a farm, with varying degrees of success."
Have A Word: The Red Bull Soapbox Special - Part 1,"The lads build their prototype soapbox to compete in the Red Bull Soapbox Race. With no engineering experience between them (except for Dan who's built hundreds of soapboxes), there may be some bumps in the road."
Have A Word: The Red Bull Soapbox Special - Part 2,"The lads make their attempt at a soapbox head down to Alexandra Palace to compete in the Red Bull Soapbox Race, with the aim to either win or not die on the run."
Have You Seen My Man?,N/A
Hawaii,An Iranian athlete will do anything to emigrate from Iran. He went to Hong Kong from Iran and got involved in many adventures.
Hayatimiz Roman,"The film, dedicated to all living Romanis, tells the story of what happened after a murder committed in a Romani neighborhood."
Hazegras,"Under the neon lights of the prostitution area in Ostend's Hazegras district, local residents struggle with their small and big problems. Loneliness overtakes them every now and then. Yet they appear to be more connected then they think."
He Loves Me Not,"An aspiring actress chosen as a wild card for a reality TV dating show uses a secret elixir to win the heart of the star, but when her deception is revealed, she discovers a messy but real chance for love."
He's Not Ready,"Thabo's long- time girlfriend Zonke, gives him an ultimatum of either marrying her or letting her go. This sets Thabo on a journey of discovering whether or not he is ready to take the next step."
Head South,"In 1979, Angus, with his father's support, discovers the underground post-punk music scene in Christchurch, New Zealand, overcoming self-doubt, derision, and a family tragedy to perform."
Heads or Fails,"Unemployed and up to her eyeballs in debt, Armande Pigeon (26) is struggling in Brussels. On top of that, she has a penchant for gambling and doesn't hesitate to take risks because for Armande, all bets are good. All except one, perhaps the craziest bet she is still struggling to take: love."
Headwind,"When Alain Brel is supposed to play, his fate mixes with that of the artist. This encounter brings him closer to his daughter and turns his life upside down"
Heart Brakers,Heart Brakers is a magical realism drama that explores how one couple struggles to overcome the dark side of love through parallel universes.
Heavens: The Boy and His Robot,"The journey of a struggling young pilot, Kai, and his fighter mecha, Little Dragon, set against a backdrop of epic galactic warfare told with action, humor, and heart, rekindling wonder in adults and sparking the imaginations of children."
Heavier Trip,"Impaled Rektum, a band, is in jail but must escape when the guitarist's father falls ill and their family home/business faces demolition. They receive an offer to play a major festival but decline due to being imprisoned and unprepared."
Hellfire Hades II: 1980's Voodoo,"Seeking to uncover the fate of those slain before them, the Voodoo Crew venture out into the accursed Hades Woods. Once there, they witness the terrifying return of the slayer of saints, HELLFIRE HADES."
Hello Mummy,"A man named Boney falls for Stefy and wants to marry her, but her deceased mother's ghost haunts her, disliking Boney. He faces the challenge of dealing with this supernatural obstacle to their relationship."
Hello My Beautiful Creatures,"This whimsical stop-motion musical tells the tale of a utopian city of toys and their relationship to each other as well as their ""God,"" an awkward and distant human man with an average job."
Hello Pot,N/A
"Hello, Mr. S",The family and friends of a reclusive writer try to help him move on from a mental breakdown caused by a very sudden breakup.
"Hello, Welcome",Three actresses go to the film festival together. The successful Adéla will present her new film. The burnt-out Ema goes to support her and carefree Sona just wants to enjoy parties. But their friendships and careers are put to the test.
"Hemet, or the Landlady Don't Drink Tea","A tyrannical landlady lords it over her tenants during an epidemic, pitting them against each other in a web of paranoia spun for deadly results."
Hep Yek: Asiret,"When two clueless men become entangled in a fierce rivalry between powerful clans, their simple plan spirals into a chaotic adventure. As they try to survive betrayals, family feuds, and absurd situations, the journey turns into a hilarious mix of action and comedy."
Her Seyin Basi Merkür,"It tells the laughter-filled journey of a young girl named Elif, who wanted to be a war correspondent and found herself writing horoscopes in the astrology department."
Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble."
"Here I am, I'm Jean-Frank",N/A
"Here I am, I'm Stokes",N/A
Here She Comes,"""Here She Comes"" tells the story of Emma and Rene, two experiential sex coaches who lead America into the next sexual revolution, and the army of terrified spouses, religious fundamentalists, and misogynist loners that try to stop them."
Here We Go,"Those Chinese four-character proverbs in our daily lives, and express Chinese people's compromise while facing problems. Would this ""Lai dou lai le"" (meaning: now that we've here) attitude solve problems, or drag us into further abyss?"
Here and Now,"Every Halloween, Savvy and Hattie searched for a shooting star from their favourite horror film. This year, they find more than they could have wished for."
Hey Mr. Wilson Comedy Special,"Stand-up Comedian Jett Wilson delivers his hilarious Comedy Special at the world-famous Uptown Comedy Corner in Atlanta. The Comedy Extravaganza is hosted by Ron da Don and Legendary appearances by Comedian Dutchess, Chris Pugh, and Untouchable."
Hidden Flora,"Roxii, a queer hopeless romantic, just wants to be loved and treated the way boys do girls. A string of boys and men inform Roxii's view of sex and identity in late aughts Las Cruces, New Mexico."
High Like a Butterfly,"The freshly graduated Dani and Toma try their luck in the film industry, but producers don't give opportunities to aspiring writers. Their heads are turned by a dancer named Lola, who operates outside the law."
Hijo de familia,"A los 35 años, Bobby parece tenerlo todo, excepto por un pequeño defecto: aún vive con su madre y no tiene la menor intención de cambiar."
Him,"The final five contestants on a reality dating show face manipulative producers, the fear of being alone forever, and their suitor's deceitful nature. Sequestered in a remote villa, these former competitors must band together to assert their self-worth over their suitor and the show's producers who manipulated them into falling in love."
Hinter dem Eisernen Horizont,"The android E-Lena is about to embark on her biggest adventure yet. The search for her unknown creator takes her on a journey through time and into the Wild West. Not long after arriving, her bounty is hunted across the town."
Hisaab Barabar,"Radhe Mohan, an honest TC working for Indian Railways, sets out to uncover a massive financial fraud by banker Mickey Mehta. As Mickey puts the entire system against Radhe, what lies next for him?"
