Title,Storyline
Dominique,"Trained assassin Dominique, escaping her troubled past, crash lands her plane in a Colombian town rife with violence. Sheltered by a family, she faces attacks from police and must choose between self-preservation or defending her hosts."
Don't Mess with Grandma,"A drunk Army ranger must fight off the vicious robbers who plan to loot the cabin belonging to his sweet, oblivious grandmother."
Done,N/A
Dora de Gaza,N/A
Double Cross,"Two Brothers, Mercenaries, have a conflict of interest when a new employer wants to break up the team."
Double Ismart,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.
Double Trouble,N/A
Downgraded Citizen,"A conspiracy unravels as a biological weapon disguised as an autism cure throws worlds into chaos. Autistic superhumans must reveal themselves and prepare for battle, as harvesting the drug Delbasid requires the death of autistic children."
Downgraded Citizen,A conspiracy begins to unravel as a biological weapon masked as a cure for autism plunges worlds into chaos. Autistic super humans are forced to come out of hiding and prepare for battle because to harvest the drug Delbasid autistic children must die.
Dr. Jason II: Lights & Shadows,A satanic alliance tries to pave the way for the birth of the Antichrist.
Dragon Ball Z Kai,"Son Goku and his friends must fight against Raditz, a space warrior who arrives planet Earth to conquer it and destroy human race."
Dragon Gate Inn,N/A
Dreamcoin,"The story of an ordinary software developer who is interested in cryptocurrencies, unaware of his abilities, and meets the ""real world"" thanks to an ""artificial intelligence"" he developed."
Dreams,N/A
Drive,"Yoo-Na (Park Ju-Hyun) is a popular YouTuber with over 700,000 subscribers. She enjoys her life, but, one night, she is kidnapped by an unidentified person. The kidnapper orders her to earn 650 million won through a one hour broadcast"
Drive Back,A couple returning from their engagement party must escape a sinister and seemingly endless road.
Drive-Away Dolls,"Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals."
Drug Hunter 2,N/A
Drug Hunting,N/A
Drunken Swordsman,N/A
Duchess,"Follows a tough, working-class, petty criminal who morphs into an anti-heroine to be reckoned with in a murky underworld, in the treacherous world of diamond smuggling."
Duelo De Capos,"In a ruthless world where loyalty is bought with blood and betrayal is common currency, Fernando and Andrés are two bosses who have built their empire at the cost of sacrifice and violence. But when the turf war for absolute control of their territory reaches its peak, both men are dragged to a deadly crossroads, where family ties and friendship are put to the devastating test. Fernando, who has raised Andrés' son with his ex-partner, faces a cruel revelation: to protect his family, he may be forced to betray his best friend and lifelong partner. The line between right and wrong is blurred when the need for survival crosses with the desire to protect those closest to him. As violence escalates and alliances begin to crumble, the two men are dragged into a spiral of betrayal, ambition and desperation. Amidst the chaos, enemies lurk everywhere, but what truly threatens their lives are not only external rivals, but the demons they carry within. Loyalty becomes an unattainable luxury and friendship a deadly risk. Both will have to make extreme decisions that will confront them not only with each other, but with their own principles and their worst fears. Bajo Fuego y Sombras is an intense crime drama that explores the limits of loyalty, morality and sacrifice. In a world where betrayal is lurking, Fernando and Andrés will discover that the most dangerous enemy is not always in front of them, but in the hearts of those they trust the most. How far will they go to protect what they love? And what will they be willing to lose in the process? The fight for power can destroy everything, but the fight for family could be even more deadly."
Duffle Bag Boy,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
Dun huang ying xiong,The movie tells the legendary story of the heroes who fought bravely to return the city of Dunhuang (historically known as Shazhou) to the Tang Dynasty.
Dune: Part Two,"Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future."
Dunia,N/A
Dünya Mali: Eksi Bir,"Vural has to work for Haluk, who betrayed his mentor Suphi. When Haluk plans to steal a priceless gospel, Vural gets his chance to avenge his mentor but he will have to face his own internal conflicts as well as everyone after the gospel."
E-mail,"Addicted to online gambling, a player passes the point of no return and spirals out of control, leading to extreme actions and consequences."
EP Break the Multiverse,"The EP team invents a machinima making device, but a malfunction brings characters from their past films into reality. Now, they must race against time to send them back before the sinister Entity_303 takes over their world."
Eagle,A journalist uncovers the story of a ruthless assassin when she investigates a government cover up.
Echo 8,"An assassin flashes between a nightmarish dream and her reality at a secret underground organization. When her latest mission involves killing a grieving mother, she discovers her target is closer to home than she realizes."
Ekpebiwo m (I have Decided),"This is a feature film on the story behind the legendry 'I have decided to follow Jesus' hymn. About 150 years ago, there was a great revival in Wales. Angry, the village chief ... called the family who had first converted to renounce their faith in public or face execution. Instead of renouncing, he said ""I have decided to follow Jesus"" Enraged, the king ordered his family to be killed, He replies 'Though no one joins me, still I will follow"". He is finally killed. His various replies to the king formed the hymn."
El Cartel De Teresa,"Teresa always lived under the shadow of her father, one of the most feared and respected drug lords in northern Mexico. But her life takes a brutal turn when he is murdered by a rival cartel. In the midst of the tragedy, she discovers that her father had secretly groomed her to one day take his place. With no other choice, Teresa must assume control of the criminal empire he built, facing relentless enemies, internal betrayals, and the constant threat of the law. With a mix of cunning, intelligence, and fierce determination, Teresa delves into the dark world of drug trafficking, fighting to avenge her father's death and protect her family. As she deals with cruelty and chaos, she must confront a moral dilemma: how far is she willing to go to consolidate her power and become the absolute queen of narcotics? Teresa's Cartel is a suspense thriller that explores the limits of power, loyalty, and revenge, as Teresa navigates a world where survival requires unimaginable sacrifices. Does she retain her humanity in a shadowy realm, or become the ruthless leader she needs to be to survive? The fight for control of the cartel is just the beginning of a much deeper battle for Teresa's very soul."
El Duro,"A washed-up writer faces his last chance at redemption. With his career and life hanging by a thread, he must confront his past mistakes and risk everything in a final gamble for success."
El Junior Del Patron,"In a world mired in violence and betrayal, the feared cartel boss known as Zapata, known for his cunning and brutality, hatches a risky plan to defeat his sworn enemy, Chema, who controls the territory he wishes to take at all costs. To carry out his revenge, Zapata entrusts the mission to his son, the ruthless Junior del Patrón, who knows no bounds when it comes to fulfilling his father's wishes. With the support of Carmen, a woman as lethal as she is cunning, Junior begins a relentless war against the rival organization, dismantling its key pieces one by one. But as the fight intensifies, Junior and Carmen's interests and loyalties begin to intertwine in a deadly game of deception, where the line between love, betrayal and ambition blurs. In a scenario where every move could be the last, will Zapata succeed in taking control of the territory and destroy Chema, or will the price of his revenge be too high? As the battle for power reaches its climax, those who play at being masters of the world will discover that in this game, loyalty is the most dangerous piece."
El Otro Joaquín,N/A
El Secreto del Pueblo,N/A
El Ultimo Cartel,N/A
Elderly Expendables Team,N/A
Election,"Nadarasan, uninterested in politics, runs for panchayat leader to honor his father. As he delves into the murky world of election politics, he faces violence, rivalry, and betrayals."
Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.
Ellos se Creían Muy Gallos,N/A
Elyas,A former Special Forces soldier who has become solitary and paranoid since serving Afghanistan and recruited to provide the security for Amina and her daughter Nour.
Emanet,"""Trust"" is the story of auto mechanic Orhan, whose past is full of secrets, and his family, which found each other again, at the expense of protecting a ""trust"" that did not belong to them."
Empire of Shadows,"After mucking up MI6's only lead on finding terrorist Earnst Stavro Blofeld, James Bond teams up with Mission Impossible's own, Ethan Hunt, in order to find SPECTRE's mastermind and to put an end to their reign of terror once and for all."
Endemoniados,"Leo seeks revenge for the murder of his father, on his journey he makes dangerous alliances in order to achieve it. When he is about to get his revenge, he discovers that not everything was as he always thought it was. Dark forces and an evil figure are part of this action film. Gunfights, car chases and a very manipulative demon will keep you on the edge of your sit."
Enimey Nangadha Head Lines,N/A
Envidia la Película,N/A
Escape,Follows the struggles of a North Korean sergeant who is chased by a ruthless major after he defects.
Escape,N/A
Escape from the 21st Century,"Three friends discover they have the power to travel back and forth 20 years with a sneeze. However, the future is not as good as they hoped, and they need to take on the responsibility of saving the world."
Escape the City,BTS of Case Files. The Dead are no Longer Lonely. Insight on characters. Visit the cast and crew of Case files.
Espumas ao Vento,N/A
Even the Score,"With the help of their friends, two brothers leave a trail of blood and bodies as they Even the Score on a decades-old vendetta to avenge their father's murder."
Everybody Loves Jenifa,"Jenifa's popularity fades when a shady new neighbor, Lobster, outshines her charity work. In Ghana, Jenifa and friends face a deadly drug baron after a bag of drugs is mistakenly left in their rental."
Exipsosi,"Sofie is a reporter at local magazine ""Onar"" in Komotini-Greece. One night invite her friends for dinner and ask them for help writing an article. Maximos who works in the archaeological museum of Komotini advises her to write about the Byzantine stronghold of the city. Their investigation leads them to the ""Zagris"" an organization who operates their city and seeks the lost ninth string of Orpheus Lyra. They want the string to gain power of Orpheus to control the entire world. Maximos and Sofie with the help of her brother Akis during their research find out that their friends are in the organization secretly. After this discovery the ""Zagris"" kidnap Sofie and her brother and demand from Maximos to hand them the ninth string. Maximos will find the string and give it to them to free his friends or keep it to save the world from the organization's plans."
Exorcism Chronicles: The Beginning,"An excommunicated priest helps his monk friend protect a powerful boy from an evil master, forcing him to confront his past."
Eye for an Eye 2,"A blind swordsman reluctantly mentors an orphan seeking vengeance for his destroyed family, teaching him martial arts skills. The orphan waits for an opportunity to avenge his kin."
Falsos Amigos,"Sacramento and Reynaldo, lifelong friends, are part of a musical group that begins to gain popularity in the local scene. However, their growing success puts them in the sights of Don Eliseo, a powerful boss who seeks to use the band as a front for his illicit businesses. Forced to work under the shadow of Don Eliseo and his enigmatic and violent right-hand man, Tobias, the musicians find themselves caught in a dangerous game that tests not only their loyalty, but also their friendship. Reynaldo, feeling that Sacramento receives more attention and privileges both within the band and from Don Eliseo, begins to develop a deep resentment towards his friend. What at first seemed to be an indestructible friendship begins to crack, fueled by misunderstandings, jealousy and the manipulations of Tobias, who does not hesitate to use his insecurities to divide them. As the atmosphere becomes more dangerous, Sacramento and Reynaldo must decide if their friendship is strong enough to overcome betrayal and chaos or if their paths will end up separated forever, in a world where music is no longer enough to save them from ambition and distrust."
Fast Atlanta,"This high octane story follows four best friends who grew up sharing the love of street racing and tuner car culture in Atlanta Georgia. The tuner car community connects them as they deal with life challenges. Within a forty-eight-hour timeline; Ace (protagonist) puts himself and his friends in a dangerous position by reaching out to a secret gangster society called ""The church of assassins"" to pay for his dying mother's cancer treatment. The secret society gives him the lead about Chino (antagonist) a ruthless, predatory drug dealer who preys on vulnerable women throughout the city. Chino is known as a dangerous, erratic killer who is about to come into a large amount of cash. While Ace and his crew plot for the robbery, Chino rapes Ace's girlfriend Vanessa intensifying his anger and emotions. The ""crew"" must now complete the job to save Ace's dying mother as lingering consequences lurk for the information given by the ""Church of Assassin's"" on Chino. Putting his crew in as debt for a debt situation, otherwise the secret society will deliver severe consequences. What was supposed to be a smooth robbery, instantly goes south, when Max (Ace's best friend) gets shot. Between saving his mother, risking his friends and delivering justice for his girl Vanessa, Ace must decide if it's worth being a bad guy for a night."
Fast Furious,N/A
Faster: Only one lap,"After 20 years of absence, a former motorcycle racer Mike Sundberg gets a chance to participate to a tryout event and a possibility to make a return to motorcycle racing."
Fatal Encounter: Emergence of Talents,"Zagan, a bio-genetically enhanced human is looking at furthering human evolution through brute force and politics. It's the year 2021 and it's up to Fenneck, Rich and Nick to put a stop him. A sequel to Fatal Encounter: Rise and Fight."
Fauji,N/A
Feng Zi Lao Ba,"The former legendary boxer was imprisoned for fighting. After he was released from prison, in order to win back his daughter's respect and recognition, he decided to fight again and live again."
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?"
Fierce Hunt,N/A
Fight Another Day,"Follows a tough cop, who after being transported to a dystopian future, must enter a deadly combat tournament to be able to return to his past."
Fight for Tomorrow,"Shi Saburo, a former tough guy who has been retired for several years has been working hard to break through difficulties, rediscover meaning in family, friendship and career, and understand the true meaning of tomorrow."
Fight or Flight,A mercenary takes on the job of tracking down a target on a plane but must protect that target when they're surrounded by people trying to kill both of them.
Fighter,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.
Fighting the Fire,"Brian Cook has been firefighter for over 15 years, but he is now facing the biggest battle of his life - not the fire in the field, but the fire burning inside."
Fights Break Sphere 3,"The film tells the story of Xiao Yan's struggle to rescue his friends and avenge his mother, and how he survives all the hardships, rises from the ashes, and returns with strength."
Firewire Sniper,"The film follows Song En, a police officer who sacrifices his identity to combat dark forces poisoning the local area. He faces his father's murder and infamy, eventually joining forces with the police to crush the darkness."
Firework,"A fourth of July party turns into chaos after a friend disappears, and violence starts flooding in."
First Nights at Freddy's,"Before the events of the original FNaF Musical, several stories come together to uncover Fazbear Entertainment's web of lies."
Fist of Vengeance,N/A
Five Nights at Freddy's Minecraft Roleplay Movie,"Set in October of 2024, Squidy and Em get a job at an old and rundown pizzeria from the 2000s. They slowly figure out the mystery behind Freddy's and begin to regret their decision of ever achieving this job."
Five Nights at TK's: The Curse of TK,"Chris finally meets William TK, And thing gets worse everything has burned to the ground and turnt into dust and Nobody was around expect Chris And William TK."
Fixed Boxer,N/A
Floresta de Pedra,N/A
Fluxx,Trapped in a surreal Hollywood Hills mansion a tormented actress must piece together memories and escape a nightmarish reality before losing her grip on sanity-and the truth about her husband's fate.
Follow the Money Trail,How far are you willing to go to follow the money trail of life? Jason and Lance find themselves trying to find a quick route to the money and end up of a longer road ahead that jeopardizes their family and freedom
"Fool Me Once, Revenge on You","Eartha Buckman, the heir to the most established corporation in Grimmington City, basks in the fairy tale romance with her boyfriend Kevin, only to find he's conspiring to kill her father and to swallow her family wealth. After surviving a hellish year in jail, Eartha comes out a brand-new woman with a vendetta, making Kevin lose everything he cares about. With the help of her best friend Claire and her new love, Scott, who just happens to be Kevin's right hand man, Eartha infiltrates Kevin's mind and business. Will she fulfill her revenge in this dangerous game of control she plays with her old flame and sworn enemy?"
For the Glory,"During the Song Dynasty, Xiang Wang rebelled in an attempt to split the territory. The royal army and the rebels were deadlocked in Hushan for several months. After receiving the mission, the five veterans represented by King Yan Luo went from rejection to support, and finally composed a heroic and passionate movement in the battle against foreign invasion and internal rebellion."
Formed Police Unit,The film focuses on the Chinese peacekeeping police and tells about the Chinese peacekeeping police A riot squad on an overseas mission. How the members of the peacekeeping Riot Prevention Team will respond to new and serious challenges.
Framed,"Elena dreams being a model but in her attempt to achieve it she meets Christofer a renowned photographer who seems to be her path to success, he meets her to a photoshoot, after meeting she begins to feel suspicious of something bad."
Freaky Tales,"Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe."
Fred van Bommel: The Movie,"Fred van Bommel seeks revenge on his notorious father Bernard for a ruined childhood-but will Bernard go down easily, or fight to survive?"
Freedom,"Inspired by real events, the story of Bruno Sulak, a true Arsène Lupin of the 20th century."
From Within,"Sofia is an ex-professional runner who ends up working as a mule for a drug cartel. When she and her best friend are ambushed by two corrupt cops who want to kill them and take the drugs, hell will break lose when they find out what they were carrying is not of this world. Now it's up to Doc, a cartel sicario and Sofia's lover, to save their lives."
Full Clip for a Snitch,N/A
Full Throttle 2,A professional racing driver speeds into the streets of of a massive city in Delaware to save his brother from being killed by a Mafia boss.
Furiosa: A Mad Max Saga,"After being snatched from the Green Place of Many Mothers, while the tyrants Dementus and Immortan Joe fight for power and control, the young Furiosa must survive many trials as she puts together the means to find her way home."
Furious Fast Atlanta,Atlanta street racers team up to take down a local drug dealer who preys on vulnerable women.
Fuuto PI: Portrait of Kamen Rider Skull,"When the monster Dopants, who use the power of the Gaia Memory, begin to operate in the windy city of Fuuto, the young Shotaro becomes an assistant to the detective Narumi Soukichi and spends his days chasing after him. Shotaro, who knows nothing about Soukichi, who secretly works as Kamen Rider Skull in addition to his detective work, becomes increasingly frustrated. One day, a new request comes into the Narumi Detective Agency, leading Shotaro and his team to a fateful night."
Fyre Rises,"Debt-ridden pacifist Richard Fyre is propositioned to return to his abandoned mercenary ways by flamboyant zealot, Priest, to eliminate his international competition in exchange for a clean slate."
GTMax,"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe."
Gaddar,N/A
Gadha17,"Set in the fictional city of Gadha17, this film follows the journey of Balihang, a determined young man caught in the deadly power struggle of organized crime."
Gally Gang Stars,Gandhi an orphan leads his life doing all wrong things accompanied by his childhood friend Quarter. Gold Reddy a well known rowdy of that village causes more trouble to both Gandhi. Gandhi avenge Gold Reddy.
Gam Gam Ganesha,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive chaos."
Game On,A loser enters into a real time game to win which leads him to explore challenges and brings out the hidden secrets from his past.
Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno."
Gandhi 3,A local guy named Garry was called Gandhi and some referred to him as Robinhood in Punjab.
Gangs of Godavari,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.
Garudan,"Sokkan, the trusted confidant of childhood friends Aadhi and Karuna.But when his loyalty and self respect is put into test, which would he choose?"
Gatao: Like Father Like Son,Ambitious drug dealer Michael and his brother Scorpion find themselves drafted into their father's turf war as rival gangs compete in Dingzhuang.
Gauri Shankar ki Prem Kahani,"This is the story of a boy who deeply loves a girl and both are ready to spend their lives together. During a wrestling match in the village, another boy sets his eyes on the girl, dreaming of marrying her. The younger brother of this boy, who harbors dreams of marriage, and his elder brother are involved in the illicit business of making fake alcohol. The protagonist becomes a police officer and then a twist comes that takes the story on a different path. In the end, truth and goodness prevail."
Genis Aile 4: Cevahir & Ulvi,"Ulvi and Cevahir, after a period of separation, reunite due to Ulvi's involvement in a murder case. Cevahir investigates to discovers who has been killing the people in village and framing Ulvi, who is bad at butchering."
Get Close 2,"Believing that he was set up by Don Galvino, Slick sets things in motion in order to get close enough to Don Galvino to exact his revenge."
Get Fast,"After a heist goes wrong, a thief and a troubled orphan must rescue his kidnapped partner from a ruthless drug lord and her charming hitman."
Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave."
Ghost Town,"Two families at odds for generations, are bent on revenge in the worst way."
Ghosts of Red Ridge,"In the gold bust town of Red Ridge, a haunted Sheriff and his Deputy wrestle with outlaws causing chaos amid the town's decline."
Gigawatt: Rise of the Fallen,N/A
Gintama on Theater 2D: Kintama-hen,N/A
Gintama the Movie 2D: Courtesan of the Nation Arc,N/A
Give Me Babies,Give Me Babies follows an Indian-Chinese MMA fighter as she tries to escape mounting pressure from her family to start a family.
Gladiator II,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people."
Gladiators,"When a once great gladiator's betrothed is murdered, he vows to hunt down the killer. But when he discovers the murderer is no stranger, the gladiator must enter the Colosseum once more to avenge his bride."
Go for Broke,"Zhang Yao, whose family was destroyed by drug dealers, secretly cooperates with Anti-drug team leader An Du. The two join forces to ruthlessly eliminate the evil and vow to wipe out Mukun and Anpei, the Top 2 figures of the criminal group."
Godzilla x Kong: The New Empire,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries."
Gold Raiders,"Sisters search for Blackbeard's lost treasure, racing against ruthless rivals who'll stop at nothing, including murder, to claim the legendary pirate gold before them."
Golden Kamuy,"In the early 20th century in Hokkaido, Japan, a treasure hunt between various parties takes place for a hidden stash of gold."
Gone with the Dead,The west coast is plunged into chaos when a mysterious virus turns people into flesh-eating zombies. Two different groups of survivors must band together and fight to stay alive or be Gone...with the Dead.
Governor's Plea,N/A
Gravediggers,"In a post-apocalyptic world full of diseases and acid rain, a mute Gravedigger loses his beloved colleague to cannibals. The Gravedigger must team up with other survivors to continue his duty of burying the bodies of the infected, and to revenge the death of his friend."
Grudge,"Jonathan Grudge, a determined kickboxer, reunites with his estranged brother, Bame Falcon, a once-respected martial arts master now consumed by corruption."
Guide,N/A
Gull Lake Vice II: The Delusion Continues,"In this second and unneeded installment, the Delusion is so Strong that Brandon and Elliot Find themselves in a Real Narrative Film as Two Washed-up Vice Cops Resurrected from Retirement and Assigned to take down a Dangerous group of Criminals Dealing Drugs, Distributing Guns and Trafficking Women around the Gull Lake area."
Gumbo 2,"With the aroma of gumbo in the air and the sound of jazz drifting from dimly lit clubs, criminals and crooked cops mix and clash in the cutthroat streets of New Orleans."
Gunner,"Lee Gunner tries to save his sons, Luke and Travis, from a dangerous drug gang."
Guns Blazin,N/A
Guntur Kaaram,"Years after his mother abandons him and remarries, a man demands answers when he's asked to sign a document denying he is her son as she runs for office."
Guxim,N/A
Guy Manley: Super Spy,"Ex-spy Guy Manley is assigned one last mission by his former boss Buck Cash. The mission is to kill Buck's brother Rich Cash to prevent him from being elected as the new mayor, and thereby becoming the most powerful person in the world."
Hagen,"A reinterpretation of the Nibelungen saga centering on Hagen von Tronje, a Viking who allies himself with the ancient gods and takes up arms against an unscrupulous ruler."
Hain,N/A
Hakkenden,"Bakin Takizawa, a popular Edo period author, begins to recount a story he is planning in front of his friend, the artist Hokusai Katsushika. The story is about eight warriors who, each carrying a jewel, gather together as if guided by fate and embark on a harsh journey to fight the curse of the Satomi family. Hokusai is drawn to Bakin's story and visits Bakin on various occasions to hear the rest of the story, and a strange relationship between the two begins. However, as the story finally approaches its climax, Bakin begins to lose his sight. With the completion of the story in question, he receives an unexpected proposal from his daughter-in-law. Will the story ever be completed?"
Half Moon Bay,"A young couple excited to start their new life out of college take a trip to the California coast. Colton flying and Dru driving when a massive earthquake and power outages leave Colton stranded 10,000 feet in the air with nowhere to land."
Halloween: Mal Eterno,"David Loomis knows that Michael Myers is coming back to Haddonfield, so he prepares the town for his arrival what he doesn't know is that Michael is even more powerful now, and will fill the streets of Haddonfield with blood."
Handsome Guys,"Self-proclaimed tough guys 'Jae-pil' and 'Sang-gu' move into their dream European-style house. When unwanted visitors arrive, awakening an evil spirit hitherto sealed in the basement, a dark aura begins to envelop the house."
Hanu Man,An imaginary place called Anjanadri where the protagonist gets the powers of Hanuman and fights for Anjanadri.
Happy Dragons,"A retired secret agent happens across the mahjong collection of his late comrade-in-arms. He invites his three childhood friends to play, but when they start the game, they are sent on a real-life quest to find the ""Golden Relic"". The quest turns back time, making everyone young again. Determined to right some wrongs from the past during this journey, they deepen their friendship and learn new things along the way."
Haraa,"Haraa is a Tamil movie starring Kokila Mohan, Yogi Babu and D Singampuli in prominent roles. It is directed by Vijay Sri G.."
Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.
Hard Ride,"2 War Vets & their drill Serge embark on a motorcycle ride, when things take a strange twist on meeting a Pole Dancers from a Biker Bar facing threats from Gangsters for ownership resulting in a deadly chase and a final standoff on a hill."
Harom Hara,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens."
Hattichhap,"""Hattichhap"" is a Nepali movie directed by Simosh Sunuwar, featuring Dayahang Rai, Saugat Malla, Upasana Singh Thakuri, and Benisha Hamal"
Heart of the Hunter,A retired assassin is pulled back into action when his friend uncovers a dangerous conspiracy at the heart of the South African government.
Heavens: The Boy and His Robot,"The journey of a struggling young pilot, Kai, and his fighter mecha, Little Dragon, set against a backdrop of epic galactic warfare told with action, humor, and heart, rekindling wonder in adults and sparking the imaginations of children."
Hell City,"American Crime-Drama about Cleveland's top criminal Organization THE BOSS KINGZ and their young but respected number 2 in command Keith ""Linx"" Lennox as they try maintain their new legit business model while dealing with all pressures ranging from law enforcement, to family and their enemies. Mexican gangsters , Cleveland mafia , Russian mafia , Organized crime in Akron , Youngstown , North Canton Ohio ."
Hellboy: The Crooked Man,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man."
Hellhound,"While hunting down a brutal kingpin, one error sends an elite hitman on a downward spiral that devolves into all-out war on the streets of Thailand."
Herencia Llena De Sangre,"Maria Gonzalez, a calculating and ambitious woman, has spent a few days behind the facade of a grieving widow, mourning the death of her husband, Don Tomas Gonzalez, a wealthy landowner. Known for her apparent kindness and generosity to the townspeople, Maria actually has only one goal: to keep all of her late husband's estate and fortune. To achieve this, Maria weaves a complex web of lies. She deceives the ranch foremen, promising them promotions and favors in exchange for their loyalty. She manipulates the family lawyer, making him alter documents in her favor. She even uses the love of her youth, Andres Casas, an honest man who returns to town believing in Maria's goodness, only to discover that she is not the woman he remembered. While the town venerates her, only a few begin to suspect her true intentions. Among them, Pedro, an ambitious man, Maria's brother, and Juan, Don Tomas' illegitimate nephew, who seeks his own place in his uncle's legacy. The tension grows when Andrés discovers the truth about Maria and faces the most difficult decision of his life: continue fighting for the love he once felt or expose Maria to everyone and deprive her of the inheritance she so desires. Amid intrigues, secrets and betrayals, the fate of the hacienda will be played out in a surprising ending, where the truth will finally come to light."
Hidden,"Bryan Rakell, a well-known pod caster and documentary filmmaker, stumbles upon information that shows that there is something big going on in the world. Before he can get the word out, he finds himself in the middle of a nightmare."
Hide and Seek,"A police officer is on a trail to hunt an elusive Ghost Leader indulged in trafficking.When an order for a wealthy businessman's daughters is given, the hero takes the job, but it leads to unexpected twists and turns."
High Forces,"Gao Haojun, an international security expert, is hijacked by gunmen on the first flight of A380 airliner, and his blind daughter is one of the undercover hostages, a fact that he doesn't know."
Hijack 1971,The movie depics the story of people fighting for their lives in an extreme situation when a passenger plane is hijacked in the airspace of Korea in 1971.
Hiranya,"Raana, a gangster, receives a contract to kill a newborn baby. Will he complete the contract?"
Hit List,"Vijay's family is kidnapped by a masked assailant. He's forced to assassinate the kidnapper's rivals as part of a twisted revenge plot. As Vijay complies, he unravels the kidnapper's identity and motives."
Hitler,A hero with a genuine background involved with the political murders. What is the reason behind this that's the Story.
Hitpig,A bounty hunter pig finds himself trekking the globe with a free-spirited elephant he intended to capture.
Hitting Licks,"A street Hustler out of St. Louis on his path to get his GED, gets caught up in the drug game to make quick money and hit licks to support this family and save his life from the rival thugs that want him killed."
Hocus Focus,"In a shocking discovery, video footage from multiple hidden cameras unveils a chilling conspiracy surrounding a bank robbery. As the pieces come together, the footage paints a gruesome picture of the heist. ""Are You Being Watched!"""
Holy Punch,"Forced into hiding after their boss's downfall, a duo of gangsters finds unlikely refuge in sacred spaces, evading the reach of a ruthless rival gang leader."
Homestead,"Amid chaos, ex-Green Beret joins prepper compound; love grows, truths arise, and a community unites."
Honeko Akabane's Bodyguards,"Koneko has a 10 billion yen bounty on her head. Ibuki, her childhood friend turned bodyguard, must protect her incognito. Unexpectedly, all his classmates are assigned as her covert bodyguards."
Hope & Glory,"In a world beyond saving, Max roams the deserted roads in search for oil, that leads him to accept a dangerous mission to get what he wants..."
Hotel Underground,"A retired world champion fighter is lured to a secret location in an effort to rescue his abducted wife. He is now a part of their game. He is a part of the show. Fight, to live. Lose, you die. Once you check in, there is no way home."
Hotspring Sharkattack,There have been cases of mysterious disappearances of onsen visitors in Atsumi city in S prefecture.The victims were eventually found dead with signs of severe injuries to their bodies resembling a vicious shark attack.
Hounds of War,"After a mission goes wrong, only one of a group of mercenaries is left alive to take revenge for his brothers."
How to Make a Werewolf,"Urban action horror film that dives deep into the world of secret societies and their riveting rivalries. The story unfolds in Atlanta, a bustling modern city where ancient powers and clandestine organizations battle for control."
How to Rob a Bank,"In this true-crime documentary, a charismatic rebel in 1990s Seattle pulls off an unprecedented string of bank robberies straight out of the movies."
Hrashwo Deergha,N/A
Hunt the Wicked,"A detective and criminal mastermind clash in a dark city's underworld. Police and criminals converge as secrets unfold, leading to deadly confrontations. Both sides face crucial choices in the battle between law and crime."
Hunting with Tigers,"Malik returns from Spain to learn his stepfather Serge was arrested. On trial day lawyer Iris offers Malik a deal, pull off a dangerous heist in exchange for Serge's freedom. Malik agrees and joins ex-partners of Cherif for one last job."
